index	word	sentence1	sentence2	start1	start2	end1	end2	label
1185	stay	We stayed in Hawaii for a week.	I can only stay for an hour.	3	11	9	15	0
1186	take	Take a pulse.	A reading was taken of the earth's tremors.	0	14	4	19	1
1187	section	He always turns first to the business section.	She got a job in the historical section of the Treasury.	38	32	45	39	0
1188	sport	A good sport.	A poor sport.	7	7	12	12	1
1189	leak	A leak in a roof.	He had to clean up the leak.	2	23	6	27	1
1190	pit	Pit plums and cherries.	One must pit a peach to make it ready for a pie.	0	9	3	12	1
1191	think	I think she is pretty, contrary to most people.	I think that he is her boyfriend.	2	2	7	7	1
1192	home	There's no place like home.	The teacher asked how many people made up his home.	22	46	26	50	0
1193	calendar	The club has a busy calendar this year.	I have you on my calendar for next Monday.	20	17	28	25	1
1194	impression	He made a good impression.	I wanted to create an impression of success.	15	22	25	32	1
1195	example	There is an example on page 10.	This patient provides a typical example of the syndrome.	12	32	19	39	1
1196	drive	Drive a ball.	What are you driving at?	0	13	5	20	0
1197	shift	Shift the date for our class reunion.	She shifted slightly in her seat.	0	4	5	11	0
1198	institution	He had become an institution in the theater.	The institution of slavery.	17	4	28	15	1
1199	compare	You can't compare my problems and yours.	We compared notes after we had both seen the movie.	10	3	17	11	1
1200	feel	I made the students feel different about themselves.	You make me feel naked.	20	12	24	16	1
1201	business	We do business all over the world.	He bought his brother's business.	6	24	14	32	0
1202	day	Day and night.	The dawn turned night into day.	0	27	3	30	1
1203	war	The war on poverty.	"The ""war on terror"" is a campaign against terrorist crime."	4	5	7	8	1
1204	catch	I have to stop for a moment and catch my breath.	Catch one's breath.	32	0	37	5	1
1205	crash	Will the stock market crash again?	The economy crashed.	22	12	27	19	1
1206	end	She knotted the end of the thread.	The ends justify the means.	16	4	19	8	0
1207	stone	People wanted to stone the woman who had a child out of wedlock.	She got stoned to death after they found her.	17	8	22	14	1
1208	torrent	They endured a torrent of inquiries.	A torrent of abuse.	15	2	22	9	0
1209	child	Go easy on him: he is but a child.	She writes books for children.	28	21	33	29	1
1210	seize	Birds of prey often seize small mammals.	To seize smuggled goods.	20	3	25	8	0
1211	be	When will the meeting be?	It is almost eight.	22	3	24	5	1
1212	charge	Will you pay cash or charge the purchase?	He charged his weapon at me.	21	3	27	10	0
1213	last	He finished an inglorious last.	He was the last to leave.	26	11	30	15	1
1214	degree	He earned his degree at Princeton summa cum laude.	Water boils at 100 degrees Celsius.	14	19	20	26	0
1215	run	The play had a long run on Broadway.	The team enjoyed a brief run of victories.	20	25	23	28	1
1216	support	I support France in the World Cup.	The evidence supports the defendant.	2	13	9	21	0
1217	trend	The trend of the stock market.	The upward trend of stock-market prices.	4	11	9	16	1
1218	stimulate	Stimulate my appetite.	This play stimulates.	0	10	9	20	0
1219	bank	The bank is on the corner of Nassau and Witherspoon.	He operated a bank of switches.	4	14	8	18	0
1220	come	She could not come because she was too upset.	He came after a few minutes.	14	3	18	7	1
1221	silence	He needed silence in order to sleep.	He gestured for silence.	10	16	17	23	0
1222	masticate	Masticate rubber.	The cow stood, quietly masticating its cud.	0	23	9	34	0
1223	head	The head of the page.	The head of the stairs.	4	4	8	8	1
1224	time	The time is 10 o'clock.	Do you know what time it is?	4	17	8	21	1
1225	work	I will work hard to improve my grades.	They worked on the task.	7	5	11	11	1
1226	show	He bet $2 on number six to show.	The car's dull finish showed years of neglect.	27	22	31	28	0
1227	hit	I have to hit the MAC machine before the weekend starts.	Jones hit for the pitcher.	10	6	13	9	1
1228	keep	Keep open the possibility of a merger.	Keep my job for me while I give birth.	0	0	4	4	1
1229	faith	They broke faith with their investors.	A member of his own faith contradicted him.	11	20	16	25	0
1230	arrangement	The arrangement of the furniture.	A flower arrangement.	4	9	15	20	0
1231	difference	His support made a real difference.	The difference in her is amazing.	24	4	34	14	1
1232	make	He will make a fine father.	He makes a great host.	8	3	12	8	1
1233	break	I don't know how to break this to you, but your cat is not coming back.	The newsman wanted to break a big story, something that would make him famous.	20	22	25	27	1
1234	session	A gossip session.	"""Are we having a recording session?"" ""Yes. We've even got some session musicians to provide some brass.""."	9	27	16	34	1
1235	be	I shall be writing to you soon.	There was a lot of noise in the kitchen.	8	6	10	9	1
1236	think	Just think -- you could be rich one day!	Think what a scene it must have been!	5	0	10	5	1
1237	seat	The seat of these trousers is almost worn through.	He booked their seats in advance.	4	16	8	21	0
1238	audience	The broadcast reached an audience of millions.	He requested an audience with the king.	25	16	33	24	0
1239	time	We had a wonderful time at the party.	He is not living at home because he is doing time.	19	45	23	49	0
1240	appear	He had to appear in court last month.	Homo sapiens appeared millions of years ago.	10	13	16	21	0
1241	thing	I couldn't tell what the thing was.	To say the same thing in other terms.	25	16	30	21	0
1242	empty	To empty a well or a cistern.	Empty the water.	3	0	8	5	1
1243	catch	Don't catch your meaning.	I have some free time tonight so I think I'll catch a movie.	6	46	11	51	0
1244	reading	A reading of the current situation.	He was famous for his reading of Mozart.	2	22	9	29	1
1245	face	He managed to show a bold face despite his embarrassment.	The face of this company.	26	4	30	8	1
1246	side	The hypotenuse of a right triangle is always the longest side.	They painted all four sides of the house.	57	22	61	27	0
1247	sense	A sense of danger.	A sense of happiness.	2	2	7	7	1
1248	communicate	I feel I hardly know him; I just wish he'd communicate with me a little more.	He and his sons haven't communicated for years.	43	24	54	36	1
1249	start	I start my day with a good breakfast.	The blood shed started when the partisans launched a surprise attack.	2	15	7	22	1
1250	run	Run an errand.	Who are these people running around in the building?	0	21	3	28	0
1251	water	They were sitting by the water's edge.	He asked for a drink of water.	25	24	30	29	0
1252	vocabulary	My Russian vocabulary is very limited.	The vocabulary of any language is influenced by contacts with other cultures.	11	4	21	14	0
1253	throw	Have, throw, or make a party.	Throw a javelin.	6	0	11	5	0
1254	patch	I lost my locket in this patch of grass here.	Doesn't that patch of clouds looks like a bunny?	25	13	30	18	1
1255	fill	Don't feed him any more: he's had his fill.	She had heard her fill of gossip.	38	18	42	22	1
1256	session	A filming session.	"""Are we having a recording session?"" ""Yes. We've even got some session musicians to provide some brass.""."	10	27	17	34	1
1257	make	Make lead into gold.	We barely made the plane.	0	10	4	14	0
1258	language	The gift of language.	The speed with which a program can be executed depends on the language in which it is written.	12	62	20	70	1
1259	break	This play will either make or break the playwright.	His peccadilloes finally broke his marriage.	30	25	35	30	1
1260	float	Float a ship.	The government floated the ruble for a few months.	0	15	5	22	0
1261	civilization	A hermit doesn't much care for civilization.	Early Mayan civilization.	31	12	43	24	1
1262	stay	To stay a flat sheet in a steam boiler.	I had to stay at home and watch the children.	3	9	7	13	0
1263	flare	Infection can cause a lupus flare.	A colitis flare.	28	10	33	15	1
1264	operation	A large-scale farming operation.	It can perform millions of operations per second.	22	27	31	37	0
1265	cut	Everyone got a cut of the earnings.	The lawyer took a cut of the profits.	15	18	18	21	1
1266	softness	The climate had the softness of the south of France.	Softness is not something permitted of good leaders.	20	0	28	8	0
1267	window	You have a two-hour window of clear weather to finish working on the lawn.	Window of opportunity.	20	0	26	6	1
1268	header	"Your header is too long; ""Local Cannibals"" will suffice."	He took a header into the shrubbery.	5	10	11	16	0
1269	syrup	Maple syrup.	Pancake syrup.	6	8	11	13	1
1270	cover	Is this enough to cover the check?	This should cover everyone in the group.	18	12	23	17	0
1271	wall	A wall of prejudice.	A wall of smoke.	2	2	6	6	1
1272	stand	We had to stand for the entire performance!	The statue stood on the corner.	10	11	15	16	1
1273	crack	To crack a whip.	Registrations cracked through the 30,000 mark in the county.	3	14	8	21	0
1274	feast	We had a feast to celebrate the harvest.	The Thanksgiving feast.	9	17	14	22	0
1275	account	He asked to see the executive who handled his account.	He predicted that although it is of small account now it will rapidly increase in importance.	46	42	53	49	0
1276	back	His back was nicely tanned.	He stood at the back of the stage.	4	16	8	20	0
1277	resistance	Widespread resistance to the new urban development plans.	The enemy offered little resistance.	11	25	21	35	1
1278	key	The key to solving this problem is persistence.	The key to development is economic integration.	4	4	7	7	1
1279	range	Estimates for the losses in the earthquake range as high as $2 billion.	The instruments ranged from tuba to cymbals.	43	16	48	22	1
1280	leak	A leak in a boat.	A leak in a roof.	2	2	6	6	1
1281	water	The town debated the purification of the water supply.	First you have to cut off the water.	41	30	46	35	1
1282	sense	Fortunately she had the good sense to run away.	It's common sense not to put metal objects in a microwave oven.	29	12	34	17	1
1283	quality	While being impulsive can be great for artists, it is not a desirable quality for engineers.	One of the qualities of pure iron is that it does not rust easily.	70	11	77	20	1
1284	drink	Can I buy you a drink?	He jumped into the drink and had to be rescued.	16	19	21	24	0
1285	vicinity	The plane crashed in the vicinity of Asheville.	There is a hurricane in the vicinity of the Bahamas.	25	28	33	36	1
1286	play	Play football.	Play cards.	0	0	4	4	1
1287	ground	Ground the electrical connections for safety reasons.	The storm grounded the ship.	0	10	6	18	0
1288	disturbance	He looked around for the source of the disturbance.	There was a disturbance of neural function.	39	12	50	23	1
1289	dress	She likes to dress when going to the opera.	Dress the plants in the garden.	13	0	18	5	0
1290	cry	Before we had newspapers, a town crier would cry the news.	He cried his merchandise in the market square.	45	3	48	8	1
1291	dwelling	The old house served as a dwelling for Albert.	I was doing dwelling in the cave.	26	12	34	20	1
1292	fire	Put the kettle on the fire.	Fire was one of our ancestors' first discoveries.	22	0	26	4	0
1293	life	I have known him all his life.	She's my love, my life.	25	18	29	22	0
1294	remember	Can you remember her phone number?	I remember the concert clearly, but I can't recollect why I was there.	8	2	16	10	1
1295	connection	There was a connection via the internet.	He has powerful connections.	12	16	22	27	0
1296	know	It is vital that he not know.	I want to know who is winning the game!	24	10	28	14	1
1297	drill	Drill a hole into the wall.	Drill for oil.	0	0	5	5	1
1298	purchase	$50 won't even purchase a dress.	To purchase land, to purchase a house.	15	3	23	11	1
1299	source	Pittsburgh is the source of the Ohio River.	He spent hours looking for the source of that quotation.	18	31	24	37	0
1300	day	It should arrive any day now.	I've been here for 2 days and a bit.	21	21	24	25	1
1301	sex	We had sex in the back seat.	All you ever think about is sex.	7	28	10	31	1
1302	leave	She wants to leave.	His good luck finally left him.	13	22	18	26	0
1303	drive	You drive nails into wood with a hammer.	We drive the turnpike to work.	4	3	9	8	0
1304	develop	Could you develop the ideas in your thesis.	Spassky developed quickly.	10	8	17	17	0
1305	history	A history of France.	A critical time in the school's history.	2	32	9	39	0
1306	floor	The floor of the cave.	The pit floor showed where a ring of post holes had been.	4	8	9	13	1
1307	interest	In the interest of safety.	In the common interest.	7	14	15	22	1
1308	model	The computer weather model did not correctly predict the path of the hurricane.	A model of clarity.	21	2	26	7	0
1309	court	The queen and her court traveled to the city to welcome back the soldiers.	The house was built around an inner court.	18	36	23	41	0
1310	development	The development of Alaskan resources.	Such land is practical for small park developments.	4	38	15	50	0
1311	come	Come into contact with a terrorist group.	The shoes came untied.	0	10	4	14	1
1312	space	They tested his ability to locate objects in space.	Functional analysis is best approached through a sound knowledge of Hilbert space theory.	45	76	50	81	1
1313	dress	We had to dress quickly.	Can the child dress by herself?	10	14	15	19	1
1314	movement	Politicians have to respect a mass movement.	Movement is a sign of life.	35	0	43	8	0
1315	land	An industrialized land.	They come from a faraway land.	18	25	22	29	0
1316	stuff	You don't have the stuff to be a United States Marine.	The trunk was full of stuff.	19	22	24	27	0
1317	follow	Follow the road.	Follow the trail.	0	0	6	6	1
1318	execute	Execute the decision of the people.	Your orders have been executed, sir!	0	22	7	30	1
1319	lift	Lift my spirits.	Lift his ego.	0	0	4	4	1
1320	history	All of human history.	The dawn of recorded history.	13	21	20	28	0
1321	machinery	The complex machinery of negotiation.	The machinery of command labored and brought forth an order.	12	4	21	13	1
1322	serve	We serve meals for the homeless.	The entertainers served up a lively show.	3	17	8	23	1
1323	strike	We must strike the enemy's oil fields.	The Germans struck Poland on Sept. 1, 1939.	8	12	14	18	1
1324	start	I start at eight in the morning.	The rain started at 9:00.	2	9	7	16	0
1325	strike	We must strike the enemy's oil fields.	A hammer strikes against the bell of a clock.	8	9	14	16	0
1326	lightning	That tree was hit by lightning.	The lightning was hot enough to melt the sand.	21	4	30	13	1
1327	turn	Turn your dance partner around.	The alchemists tried to turn lead into gold.	0	24	4	28	0
1328	figure	He cut a sorry figure standing there in the rain.	A heroic figure.	15	9	21	15	1
1329	tension	He suffered from fatigue and emotional tension.	Tension holds the belt in the pulleys.	39	0	46	7	0
1330	sense	It's common sense not to put metal objects in a microwave oven.	Common sense is not so common.	12	7	17	12	1
1331	carry	These bonds carry warrants.	The dog was taught to fetch and carry.	12	32	17	37	0
1332	poison	Gossip is a malicious poison.	The poison of fascism.	22	4	28	10	1
1333	course	He took a course in basket weaving.	She prepared a three course meal.	10	21	16	27	0
1334	cut	Cut paper dolls.	Cut a nice figure.	0	0	3	3	0
1335	hearing	His hearing was impaired.	My hearing isn't what it used to be, but I still heard that noise.	4	3	11	10	1
1336	arouse	Arouse pity.	To arouse compassion.	0	3	6	9	1
1337	stretch	Cats stretch with equal ease and agility beyond the point that breaks a man on the rack.	I stretched the rubber band until it almost broke.	5	2	12	11	0
1338	come	The sleeves come to your knuckles.	Come into the room.	12	0	16	4	0
1339	match	These two copies are supposed to be identical, but they don't match.	Match my sweater.	62	0	67	5	0
1340	post	He occupied a post in the treasury.	A pair of posts marked the goal.	14	10	18	15	0
1341	coverage	Before laying sod on that clay, the ground needs two inches of coverage with topsoil.	The dictionary's coverage of standard English is excellent.	63	17	71	25	1
1342	catch	Did you catch a cold?	If he catches you on the chin, you'll be on the mat.	8	6	13	13	0
1343	make	Make a move.	Make advances.	0	0	4	4	1
1344	appear	He had to appear in court last month.	She appeared on several charges of theft.	10	4	16	12	1
1345	bake	Potatoes bake to a crisp.	I baked a delicious cherry pie.	9	2	13	7	1
1346	pay	Pay a call.	You'll pay for this!	0	7	3	10	0
1347	top	Only the top side of the box was painted.	He stared as she buttoned her top.	9	30	12	33	0
1348	fall	Fall prey to an imposter.	They fell out of favor.	0	5	4	9	1
1349	song	The song of bullets was in the air.	The song of the wind.	4	4	8	8	1
1350	line	Please speak up, the line is very faint.	I tried to make a call, but the line was dead.	21	32	25	36	1
1351	plan	They drew up a six-step plan.	They discussed plans for a new bond issue.	24	15	28	20	1
1352	permit	This will permit the rain to run off.	This permits the water to rush in.	10	5	16	12	1
1353	volume	The volume of ticket sales decreased this week.	The volume of exports.	4	4	10	10	0
1354	reaction	You were in the courtroom. What is your reaction?	A bad reaction to the medicine.	40	6	48	14	1
1355	help	She could not help watching the sad spectacle.	I can't help myself -- I have to smoke.	14	8	18	12	1
1356	apology	The CEO made a public apology for the scandal, and promised full cooperation with the authorities.	What he said really hurt my feelings, but his apology sounded so sincere that I couldn't help but forgive him.	22	46	29	53	1
1357	take	Take an opportunity.	The escaped convict took to the hills.	0	20	4	24	0
1358	call	After two raises there was a call.	The salesman's call on a customer.	29	15	33	19	0
1359	keep	Keep your cool.	Keep your temper.	0	0	4	4	1
1360	mount	Mount a horse.	The rider mounted his horse.	0	10	5	17	1
1361	check	Put a check mark in the box corresponding to the correct answer.	They made a check of their equipment.	6	12	11	17	0
1362	picture	The very picture of a modern general.	The political picture is favorable.	9	14	16	21	0
1363	wash	He managed to wash out the stains.	Can you wash away the spots on the windows?	14	8	18	12	1
1364	tolerate	I like the way he plays the guitar, but I can't tolerate his voice when he sings.	I can tolerate working on Saturdays, but not on Sundays.	48	6	56	14	1
1365	mean	I didn't mean to knock your tooth out.	I'm afraid I don't understand what you mean.	9	39	13	43	0
1366	hold	I hold with those who say life is sacred.	She can hold an audience spellbound.	2	8	6	12	0
1367	conflict	The conflict between the government and the rebels began three years ago.	I wanted to attend the meeting but there's a conflict in my schedule that day.	4	45	12	53	0
1368	patch	A cabbage patch.	A briar patch.	10	8	15	13	1
1369	leave	Leave it as is.	I left my keys inside the car and locked the doors.	0	2	5	6	0
1370	hold	To hold true.	He's held by a contract.	3	5	7	9	0
1371	song	A bird will not learn its song unless it hears it at an early age.	I love hearing the song of canary birds.	26	19	30	23	1
1372	render	Render thanks.	Render fat in a casserole.	0	0	6	6	0
1373	concern	The safety of the ship is the captain's concern.	She felt strong concern for those less fortunate.	40	16	47	23	0
1374	orbit	Electrons orbit the nucleus.	The planets are orbiting the sun.	10	16	15	24	1
1375	dibs	Who's got dibs on the chips?	Dibs means I get the hammock.	10	0	14	4	1
1376	carry	The airwaves carry the sound.	Sound carries well over water.	13	6	18	13	1
1377	pain	The patient developed severe pain and distension.	That kid is a terrible pain.	29	23	33	27	0
1378	make	What do you make of his remarks?	Make a mistake.	12	0	16	4	0
1379	credit	He was given credit for his work.	Give her credit for trying.	13	9	19	15	1
1380	case	It may rain in which case the picnic will be canceled.	A window case.	21	9	25	13	0
1381	set	He gave a final set to his hat.	The set of prime numbers is infinite.	16	4	19	7	0
1382	night	From noon till night.	They worked from morning to night.	15	28	20	33	1
1383	rub	Rub my hands.	Rub oil into her skin.	0	0	3	3	1
1384	field	He was an expert in the field of Chinese history.	The farmer's field was a civil war battleground, and relics such a minnie bullets were frequently found while plowing.	24	13	29	18	0
1385	hold	I hold with those who say life is sacred.	Hold all calls to the President's office while he is in a meeting.	2	0	6	4	0
1386	burn	Burn a CD.	Witches were burned in Salem.	0	13	4	19	0
1387	life	While there's life there's hope.	I have known him all his life.	14	25	18	29	0
1388	turn	Turn your face to the wall.	She is turning 50 this year.	0	7	4	14	0
1389	admit	We'll have to vote on whether or not to admit a new member.	He admitted his guilt.	40	3	45	11	0
1390	set	His instructions deliberately gave them the wrong set.	The sets were meticulously authentic.	50	4	53	8	0
1391	top	He stared as she buttoned her top.	I bought this top as it matches my jeans.	30	14	33	17	1
1392	hand	I didn't hold a good hand all evening.	He kept trying to see my hand.	21	25	25	29	1
1393	education	He received no formal education.	A good teacher is essential for a good education.	22	39	31	48	1
1394	leave	A ten day's leave to visit his mother.	Might I beg leave to accompany you?	12	12	17	17	0
1395	play	Play with her feelings.	She plays on her clients' emotions.	0	4	4	9	0
1396	presence	He sensed the presence of danger.	Any painter can benefit from the presence of a live model from which to draw.	14	33	22	41	0
1397	see	Can you see the bird in that tree?	I saw her bake the cake.	8	2	11	5	1
1398	beat	Beat the egg whites.	Reading beats watching television.	0	8	4	13	0
1399	masquerade	I was invited to the masquerade at their home.	That masquerade of misrepresentation which invariably accompanied the political eloquence of Rome -- Thomas de Quincey.	21	5	31	15	1
1400	raise	To raise Sandy Hook light.	Raise hell.	3	0	8	5	0
1401	think	She didn't think to harm me.	I thought for three hours about the problem and still couldn't find the solution.	11	2	16	9	1
1402	go	These ugly billboards have to go!	The day went well until I got your call.	30	8	32	12	0
1403	work	I can not work a miracle.	Can you work an electric drill?	10	8	14	12	0
1404	break	Break a promise.	Break a law.	0	0	5	5	1
1405	etiolation	His etiolation signaled years in prison.	The etiolation of celery.	4	4	14	14	0
1406	chain	A chain of ideas, one leading to the next.	The third link of the silver chain needs to be resoldered.	2	29	7	34	1
1407	air	If you've time to spare go by air.	I need some fresh air.	30	18	33	21	0
1408	fun	They began to fight like fun.	He was fun to be with.	25	7	28	10	0
1409	break	The newsman wanted to break a big story, something that would make him famous.	News of her death broke in the morning.	22	18	27	23	1
1410	allow	This sealed door won't allow the water come into the basement.	To allow a servant his liberty.	23	3	28	8	0
1411	make	Make clay into bricks.	Make water into wine.	0	0	4	4	1
1412	follow	When he lectures, I can not follow.	Follow the trail.	28	0	34	6	0
1413	credit	He was given credit for his work.	I give you credit for owning up to your mistake.	13	11	19	17	1
1414	click	Xhosa speakers click.	Click! The door opened.	15	0	20	5	0
1415	cover	Cover her face with a handkerchief.	Cover the child with a blanket.	0	0	5	5	1
1416	see	I can see what will happen.	I can see a risk in this strategy.	6	6	9	9	1
1417	operation	The cognitive operation of remembering.	That rule is no longer in operation.	14	26	23	35	0
1418	foot	The foot of the mountain.	His bare feet projected from his trousers.	4	9	8	13	0
1419	draw	Draw steel.	Draw a line.	0	0	4	4	0
1420	avoid	Her former friends now avoid her.	He avoided going to the area.	23	3	28	10	1
1421	go	How fast does your new car go?	This door goes to the basement.	27	10	29	14	0
1422	emission	The emission of heat from a fire.	The emission was mostly blood.	4	4	12	12	0
1423	come	Your wish will come true.	The bill came to $2,000.	15	9	19	13	0
1424	lift	You never lift a finger to help me!	Lift a load.	10	0	14	4	1
1425	furniture	They had too much furniture for the small apartment.	There was only one piece of furniture in the room.	18	28	27	37	1
1426	offer	Offer prayers to the gods.	He offered his opinion.	0	3	5	10	0
1427	change	She brought a change in her overnight bag.	The product is undergoing a change in order to improve it.	14	28	20	34	0
1428	control	Control the budget.	Control an account.	0	0	7	7	0
1429	give	Give priority to.	The French doors give onto a terrace.	0	17	4	21	0
1430	draw	Draw water for a bath.	Draw parallels.	0	0	4	4	0
1431	ground	They fought to regain the lost ground.	The worm crawls through the ground.	31	28	37	34	0
1432	catch	Ears open to catch every sound.	If he catches you on the chin, you'll be on the mat.	13	6	18	13	0
1433	carry	You must carry your camping gear.	Amanda carried the package from home to New York.	9	7	14	14	1
1434	motion	The reflex motion of his eyebrows revealed his surprise.	He made a motion to adjourn.	11	10	17	16	0
1435	year	A normal year has 365 full days, but there are 366 days in a leap year.	She is 4 years old.	9	9	13	14	1
1436	burn	To burn the mouth with pepper.	The iron burnt a hole in my dress.	3	9	7	14	1
1437	fall	Fall prey to an imposter.	Her hair fell across her forehead.	0	9	4	13	0
1438	find	These aspects of civilization do not find expression or receive an interpretation.	Find the product of two numbers.	37	0	41	4	0
1439	stay	Stay alone.	The judge stayed the execution order.	0	10	4	16	0
1440	play	Play the stock market.	Who's playing now?	0	6	4	13	0
1441	variant	"The word ""kerosine"" is a variant of ""kerosene""."	"All breeds of dog are variants of the species ""Canis lupus familiaris""."	25	22	32	30	1
1442	stuff	The stuff of heros.	You don't have the stuff to be a United States Marine.	4	19	9	24	1
1443	day	My day began early this morning.	It was a busy day on the stock exchange.	3	14	6	17	1
1444	carry	Carry the suitcases to the car.	These pipes carry waste water into the river.	0	12	5	17	1
1445	drill	Drill for oil.	Don't drill here, there's a gas pipe.	0	6	5	11	1
1446	blend	Blend the nuts and raisins together.	He blends in with the crowd.	0	3	5	9	1
1447	present	That is enough for the present.	He lives in the present with no thought of tomorrow.	23	16	30	23	1
1448	work	This dough does not work easily.	My wife never worked.	20	14	24	20	0
1449	fall	Fall into a trap.	She fell ill.	0	4	4	8	1
1450	relationship	He didn't want his wife to know of the relationship.	The relationship between mothers and their children.	39	4	51	16	0
1451	back	He wrote the date on the back of the photograph.	I hung the clothes on the back of the door.	25	26	29	30	1
1452	fire	He went through fire and damnation.	Hold your fire until you can see the whites of their eyes.	16	10	20	14	0
1453	part	She played the part of Desdemona.	We all have a part to play.	15	14	19	18	1
1454	block	Block an attack.	He blocked the basketball player's shot.	0	3	5	10	1
1455	foulness	His display of foulness deserved severe punishment.	Mouths which speak such foulness must be cleansed.	15	24	23	32	1
1456	voice	The wee small voice of conscience.	The incessant voices of the artillery.	14	14	19	20	0
1457	utility	A computer system provides utility programs to perform the tasks needed by most users.	The price of the house included all utilities.	27	36	34	45	0
1458	wave	She asked the hairdresser to wave her hair.	She waved her gun.	29	4	33	9	0
1459	run	I will run the sample.	Our coach had us running plays for the whole practice.	7	17	10	24	1
1460	raise	We raise hogs here.	Raise the question of promotions.	3	0	8	5	0
1461	difference	It just won't make much difference to me.	There were irreconcilable differences.	24	26	34	37	0
1462	head	She gave great head.	They tracked him back toward the head of the stream.	15	33	19	37	0
1463	antagonist	A flexor, which bends a part, is the antagonist of an extensor, which extends it.	When bending the elbow the triceps are the antagonist.	37	43	47	53	1
1464	volume	Please turn down the volume on the stereo.	The kids played their music at full volume.	21	36	27	42	1
1465	try	If you want to play varsity, you'll have to try out for the team.	This approach has been tried with good results.	44	23	47	28	1
1466	snap	To snap a whip.	Bullets snapped past us.	3	8	7	15	0
1467	get	Where did she get these news?	You can not get water out of a stone.	14	12	17	15	1
1468	check	He paid all his bills by check.	He asked the waiter for the check.	25	28	30	33	0
1469	see	The artist must first learn to see.	I went to see my friend Mary the other day.	31	10	34	13	0
1470	draw	Draw parallels.	He drew an elaborate plan of attack.	0	3	4	7	0
1471	trend	The upward trend of stock-market prices.	Not openly liberal but that is the trend of the book.	11	35	16	40	0
1472	head	Under the head of minor Roman poets.	The head of the hammer.	10	4	14	8	0
1473	keep	Keep open the possibility of a merger.	Keep my seat, please.	0	0	4	4	1
1474	read	She read my mind and promptly rose to get me a glass of water.	I read this address as a satire.	4	2	8	6	1
1475	face	Dew dripped from the face of the leaf.	She wanted to wipe him off the face of the earth.	21	31	25	35	1
1476	raise	Raise my salary.	Raise a sad cry.	0	0	5	5	0
1477	point	If he asks for food, point him toward the refrigerator.	The dog pointed the dead duck.	21	8	26	15	0
1478	work	Do you want to work after the age of 60?	He works his parents for sympathy.	15	3	19	8	0
1479	beat	The boat beat in the strong wind.	Beat the subway fare.	9	0	13	4	0
1480	depth	The depth of the water.	From the depths of darkest Africa.	4	9	9	15	0
1481	unit	The team is a unit.	A unit of wheat is a bushel.	14	2	18	6	0
1482	cut	Cut a Ping-Pong ball.	Cut paper dolls.	0	0	3	3	0
1483	spray	Spray paint on the wall.	Spray water on someone.	0	0	5	5	1
1484	air	He threw the ball into the air.	A smell of chemicals in the air.	27	28	30	31	0
1485	admit	We can not admit non-members into our club building.	To admit a serious thought into the mind.	11	3	16	8	1
1486	come	Your wish will come true.	Next came the student from France.	15	5	19	9	0
1487	belong	These pages don't belong.	The uniform looks like it belonged to a museum collection.	18	26	24	34	1
1488	field	The set of rational numbers, \mathbbQ, is the prototypical field.	Field of view.	59	0	64	5	0
1489	bull	He was a bull of a man.	What he said was mostly bull.	9	24	13	28	0
1490	drive	To drive sheep out of a field.	Drive the forest.	3	0	8	5	0
1491	theater	His grandfather was in the Pacific theater during the war.	He served in the Vietnam theater for three years.	35	25	42	32	1
1492	sophisticate	Yet Butler professes to stick to plain facts, not to sophisticate, not to refine. -- M. Arnold.	Their manners had sophisticated the young girls.	53	18	65	31	0
1493	area	It was about 500 square feet in area.	The photo is a little dark in that area.	32	35	36	39	1
1494	spin	One of the planet's moons has a slower spin than the others.	He took the new car for a spin.	39	26	43	30	0
1495	interrupt	Don't interrupt me when I'm reading.	We interrupt the program for the following messages.	6	3	15	12	0
1496	cut	Cut a disk.	This cuts into my earnings.	0	5	3	9	0
1497	piece	He sacrificed a piece to get a strategic advantage.	He wrote an interesting piece on Iran.	16	24	21	29	0
1498	action	A rifle action.	The Union action of emancipating Southern slaves.	8	10	14	16	0
1499	origin	Origin in sensation.	The rumor had its origin in idle gossip.	0	18	6	24	1
1500	place	He has a special place in my thoughts.	Your place or mine?	17	5	22	10	0
1501	drift	Don't drift from the set course.	The stock market drifted upward.	6	17	11	24	0
1502	see	How nice to see you again!	I'll probably see you at the meeting.	12	14	15	17	1
1503	raise	Raise a siege.	The President raised several million dollars for his college.	0	14	5	20	0
1504	catch	We have a big barrel to catch the rainwater.	Catch the mood.	24	0	29	5	0
1505	part	The part of his hair was slightly to the left.	His part was right in the middle.	4	4	8	8	1
1506	window	Window of opportunity.	The expanded window will give us time to catch the thieves.	0	13	6	19	1
1507	stock	The rifle had been fitted with a special stock.	She made gravy with a base of beef stock.	41	35	46	40	0
1508	finish	His best finish in a major tournament was third.	Excitement grew as the finish neared.	9	23	15	29	0
1509	worry	It is not work but worry that kills.	His worry over the prospect of being fired.	19	4	24	9	1
1510	case	The accusative case canonically indicates a direct object.	A case of the jitters.	15	2	19	6	0
1511	loosen	To loosen a knot.	After the Thanksgiving meal, Bill loosened his belt.	3	34	9	42	1
1512	cut	Cut the songs.	She cut all of her major titles again.	0	4	3	7	1
1513	flatten	Flatten your stomach with these exercises.	Flatten a road.	0	0	7	7	1
1514	rain	We've been having a lot of rain lately.	The rains came late that year.	27	4	31	9	1
1515	normalize	Normalize relations with China.	Normalize the spelling.	0	0	9	9	1
