index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
898	bit	A horse hates having a bit put in its mouth.	A bit of lint.	0	1568|4811	23	2	26	5
899	bit	He had a bit of good luck.	The horse was not accustomed to a bit.	0	3878|1568	9	34	12	37
900	bit	I gave him a bit of my mind.	The horse was not accustomed to a bit.	0	3899|4811	13	34	16	37
901	bit	A bit of lint.	A horse hates having a bit put in its mouth.	0	4811|1568	2	23	5	26
902	optimization	The simultaneous optimization of growth and profitability.	In an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized.	1	824|5335	17	6	29	18
903	optimization	In an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized.	To promote the optimization and diversification of agricultural products.	1	3097|824	6	15	18	27
904	optimization	To promote the optimization and diversification of agricultural products.	The simultaneous optimization of growth and profitability.	1	5335|3097	15	17	27	29
905	patch	A patch of bad weather.	Patches of thin ice.	0	519|3312	2	0	7	7
906	patch	I lost my locket in this patch of grass here.	The storms last summer washed away parts of the road so we can expect some rough patches up ahead.	1	1254|2958	25	81	30	88
907	patch	I lost my locket in this patch of grass here.	A cabbage patch.	0	1254|2199	25	10	30	15
908	patch	A cabbage patch.	A patch of clouds.	0	1368|3690	10	2	15	7
909	patch	A cabbage patch.	The storms last summer washed away parts of the road so we can expect some rough patches up ahead.	0	2199|2958	10	81	15	88
910	patch	A cabbage patch.	I lost my locket in this patch of grass here.	0	2199|1254	10	25	15	30
911	patch	A cabbage patch.	The world economy had a rough patch in the 1930s.	0	2199|4586	10	30	15	35
912	patch	Doesn't that patch of clouds looks like a bunny?	The world economy had a rough patch in the 1930s.	1	2958|5212	13	30	18	35
913	patch	A briar patch.	Patches of thin ice.	0	3690|3312	8	0	13	7
914	patch	The world economy had a rough patch in the 1930s.	I lost my locket in this patch of grass here.	1	4586|1254	30	25	35	30
915	patch	The world economy had a rough patch in the 1930s.	A cabbage patch.	0	4586|2199	30	10	35	15
916	support	The statue stood on a marble support.	The president no longer has the support of his own party.	0	666|5279	29	32	36	39
917	support	The statue stood on a marble support.	They developed a scheme of mutual support.	0	666|4697	29	34	36	41
918	support	His faith was all the support he needed.	The government provides support to the arts in several ways.	0	2259|4697	22	24	29	31
919	support	His faith was all the support he needed.	The president no longer has the support of his own party.	0	2259|5285	22	32	29	39
920	support	He applied to the state for support.	The government provides support to the arts in several ways.	0	3947|4697	28	24	35	31
921	support	He applied to the state for support.	The president no longer has the support of his own party.	0	3947|5285	28	32	35	39
922	support	They developed a scheme of mutual support.	The president no longer has the support of his own party.	1	4697|5279	34	32	41	39
923	support	They developed a scheme of mutual support.	The statue stood on a marble support.	0	4697|666	34	29	41	36
924	support	The government provides support to the arts in several ways.	They developed a scheme of mutual support.	1	5279|5285	24	34	31	41
925	support	The president no longer has the support of his own party.	The government provides support to the arts in several ways.	1	5285|4697	32	24	39	31
926	support	The president no longer has the support of his own party.	His faith was all the support he needed.	0	5285|2259	32	22	39	29
927	support	The president no longer has the support of his own party.	He applied to the state for support.	0	5285|3947	32	28	39	35
928	control	Under control.	The timing and control of his movements were unimpaired.	0	436|3128	6	15	13	22
929	control	The timing and control of his movements were unimpaired.	Under control.	0	3128|436	15	6	22	13
930	control	The timing and control of his movements were unimpaired.	She never lost control of herself.	0	3128|4453	15	15	22	22
931	control	She never lost control of herself.	The timing and control of his movements were unimpaired.	0	4453|3128	15	15	22	22
932	company	The room was a mess because he hadn't expected company.	The house was filled with company when I arrived.	0	2923|4740	47	26	54	33
933	company	The house was filled with company when I arrived.	The room was a mess because he hadn't expected company.	0	4740|2923	26	47	33	54
934	case	The teaching consists of theory lessons and case studies.	Latin has six cases, and remnants of a seventh.	0	3473|769	44	14	48	19
935	case	The accusative case canonically indicates a direct object.	It may rain in which case the picnic will be canceled.	0	4781|3473	15	21	19	25
936	development	In chess your should take care of your development before moving your queen.	What a revolting development!	0	130|442	39	17	50	28
937	development	What a revolting development!	In chess your should take care of your development before moving your queen.	0	442|130	17	39	28	50
938	development	The development and printing of his pictures took only two hours.	In chess your should take care of your development before moving your queen.	0	878|4700	4	39	15	50
939	development	In chess your should take care of your development before moving your queen.	The development and printing of his pictures took only two hours.	0	4700|878	39	4	50	15
940	empathize	You really have to empathize with their doing it.	You've really got to empathize with what they want.	1	4785|5420	19	21	28	30
941	empathize	You really have to empathize with their doing it.	You really have to empathize.	1	4785|3504	19	19	28	28
942	empathize	You really have to empathize with them.	You really have to empathize.	1	5420|3028	19	19	28	28
943	nick	He's in the nick.	He's just been released from Shadwell nick prison after doing ten years for attempted murder.	1	3790|208	12	38	16	42
944	size	She hates me, that's about the size of it.	A wolf is about the size of a large dog.	0	1132|5238	31	20	35	24
945	point	At that point I had to leave.	He checked the point on his compass.	0	98|2156	8	15	13	20
946	point	A point of information.	Life has lost its point.	0	135|2640	2	18	7	23
947	point	He held me up at the point of a gun.	Life has lost its point.	0	2155|2640	21	18	26	23
948	point	To fall off a point.	A row of points.	0	2156|1892	14	9	19	15
949	point	We should meet at a pre-arranged point.	He held me up at the point of a gun.	0	2381|138	33	21	38	26
950	point	He broke the point of his pencil.	He knows my bad points as well as my good points.	0	2553|247	13	16	18	22
951	point	He broke the point of his pencil.	A row of points.	0	2553|2578	13	9	18	15
952	point	He broke the point of his pencil.	"10.5 (""ten point five""; = ten and a half)."	0	2553|2808	13	11	18	16
953	point	He broke the point of his pencil.	What is the point of discussing it?	0	2553|3499	13	12	18	17
954	point	Life has lost its point.	At that point I had to leave.	0	2640|2407	18	8	23	13
955	point	Life has lost its point.	A point of information.	0	2640|135	18	2	23	7
956	point	Life has lost its point.	He held me up at the point of a gun.	0	2640|2155	18	21	23	26
957	point	"10.5 (""ten point five""; = ten and a half)."	He broke the point of his pencil.	0	2808|2553	11	13	16	18
958	point	Life has lost its point.	He stuck the point of the knife into a tree.	0	3274|2553	18	13	23	18
959	point	What is the point of discussing it?	He broke the point of his pencil.	0	3499|2553	12	13	17	18
960	point	Cut the skin with the point of the knife.	He stuck the point of the knife into a tree.	0	5345|2553	22	13	27	18
961	run	These dyes and colors are guaranteed not to run.	The contract runs through 2008.	0	291|762	44	13	47	17
962	run	These dyes and colors are guaranteed not to run.	The film runs 5 hours.	0	291|1123	44	9	47	13
963	run	These dyes and colors are guaranteed not to run.	The meeting ran late.	0	291|3217	44	12	47	15
964	run	These dyes and colors are guaranteed not to run.	The book runs 655 pages.	0	291|4182	44	9	47	13
965	run	A daily run of 100,000 gallons of paint.	The team enjoyed a brief run of victories.	0	382|5414	8	25	11	28
966	run	Run a subject.	The horse will run the Preakness next year.	0	457|3416	0	15	3	18
967	run	I'm not ready to run a marathon.	Who are these people running around in the building?	0	892|1663	17	21	20	28
968	run	I'm not ready to run a marathon.	She runs around telling everyone of her troubles.	0	892|4813	17	4	20	8
969	run	He went to Las Vegas and spent all his money over a three-day run.	The assembly line was on a 12-hour run.	1	988|2786	62	35	65	38
970	run	Run a new program on the Mac.	The sale will run for ten days.	0	1068|4009	0	14	3	17
971	run	The play had a long run on Broadway.	Yesterday we did a run of 12,000 units.	0	1215|5414	20	19	23	22
972	run	The play had a long run on Broadway.	The defensive line braced to stop the run.	0	1215|1762	20	38	23	41
973	run	Run an errand.	Let the dogs run free.	0	1250|1663	0	13	3	16
974	run	I will run the sample.	Run a new program on the Mac.	1	1459|2592	7	0	10	3
975	run	I will run the sample.	Interest rates run from 5 to 10 percent.	0	1459|2790	7	15	10	18
976	run	Let the dogs run free.	Run an errand.	0	1663|1250	13	0	16	3
977	run	The defensive line braced to stop the run.	The play had a long run on Broadway.	0	1762|1215	38	20	41	23
978	run	My computer is too old to run the new OS.	Run a new program on the Mac.	1	1805|1068	26	0	29	3
979	run	My computer is too old to run the new OS.	Don't run that software unless you have permission.	1	1805|2634	26	6	29	9
980	run	My computer is too old to run the new OS.	The sale will run for ten days.	0	1805|4009	26	14	29	17
981	run	Run a new program on the Mac.	Run rogue.	0	1871|792	0	0	3	3
982	run	Run a new program on the Mac.	The dogs are running deer.	0	1871|5268	0	13	3	20
983	run	Run a new program on the Mac.	Interest rates run from 5 to 10 percent.	0	2592|2790	0	15	3	18
984	run	Don't run that software unless you have permission.	Run a new program on the Mac.	1	2634|1068	6	0	9	3
985	run	Don't run that software unless you have permission.	My computer is too old to run the new OS.	1	2634|1805	6	26	9	29
986	run	Don't run that software unless you have permission.	The sale will run for ten days.	0	2634|4009	6	14	9	17
987	run	She got a run in her stocking.	The bus on the Cherry Street run is always crowded.	0	2768|3140	10	29	13	32
988	run	Interest rates run from 5 to 10 percent.	I will run the sample.	0	2790|1459	15	7	18	10
989	run	Interest rates run from 5 to 10 percent.	Run a new program on the Mac.	0	2790|2592	15	0	18	3
990	run	My computer is too old to run the new OS.	Our coach had us running plays for the whole practice.	1	2911|1459	26	17	29	24
991	run	Run a risk.	Let the dogs run free.	0	3379|3924	0	13	3	16
992	run	The horse will run the Preakness next year.	She always runs to Italy, because she has a lover there.	0	3416|570	15	11	18	15
993	run	The horse will run the Preakness next year.	Let the dogs run free.	0	3416|892	15	13	18	16
994	run	The horse will run the Preakness next year.	Run a subject.	0	3416|457	15	0	18	3
995	run	I will run the sample.	Run rogue.	0	3470|792	7	0	10	3
996	run	I will run the sample.	They ran twenty blood tests on me and they still don't know what's wrong.	1	3470|2634	7	5	10	8
997	run	I will run the sample.	Run the dishwasher.	1	3470|5108	7	0	10	3
998	run	I will run the sample.	The dogs are running deer.	0	3470|5268	7	13	10	20
999	run	The crowd had to run away from the burning structure with only the clothes on their backs.	These dresses run small.	0	3688|475	17	14	20	17
1000	run	Run a temperature.	Who are these people running around in the building?	0	3924|1663	0	21	3	28
1001	run	Run a temperature.	She runs around telling everyone of her troubles.	0	3924|4813	0	4	3	8
1002	run	The sale will run for ten days.	Run a new program on the Mac.	0	4009|1068	14	0	17	3
1003	run	The sale will run for ten days.	My computer is too old to run the new OS.	0	4009|1805	14	26	17	29
1004	run	The sale will run for ten days.	Don't run that software unless you have permission.	0	4009|2634	14	6	17	9
1005	run	The team enjoyed a brief run of victories.	A daily run of 100,000 gallons of paint.	0	5414|382	25	8	28	11
1006	make	Clothes make the man.	One swallow does not a summer make.	1	15|3176	8	30	12	34
1007	make	They make a cute couple.	This makes the third infraction.	1	30|3176	5	5	9	10
1008	make	She may not make the grade.	He didn't make the choir after his voice changed.	0	54|2187	12	10	16	14
1009	make	She may not make the grade.	How much do you make a month in your new job?	0	54|2477	12	16	16	20
1010	make	She may not make the grade.	You have to spend money to make money!	0	54|3019	12	27	16	31
1011	make	To make like a deer caught in the headlights.	She'll make a fine president.	0	106|4685	3	7	7	11
1012	make	Make lead into gold.	He made twenty bucks playing poker last night.	0	441|2477	0	3	4	7
1013	make	Make lead into gold.	She made ten points in that game.	0	441|3221	0	4	4	8
1014	make	Make lead into gold.	You have to spend money to make money!	0	441|3589	0	27	4	31
1015	make	Make lead into gold.	She makes more than he does, and works longer hours than he does, but she still does most of the house-cleaning.	0	441|5037	0	4	4	9
1016	make	Make lead into gold.	He didn't make the choir after his voice changed.	0	441|2288	0	10	4	14
1017	make	Make lead into gold.	They hope to make a bigger profit.	0	441|3163	0	13	4	17
1018	make	Make enemies.	This invention will make you a millionaire.	0	462|884	0	20	4	24
1019	make	Make enemies.	Don't make this into a big deal.	0	462|4205	0	6	4	10
1020	make	Make a decision.	She'll make a fine president.	0	513|4402	0	7	4	11
1021	make	Make a decision.	Make a phone call.	1	513|5088	0	0	4	4
1022	make	You have to spend money to make money!	He didn't make the choir after his voice changed.	1	558|3530	27	10	31	14
1023	make	You have to spend money to make money!	How much do you make a month in your new job?	1	558|5037	27	16	31	20
1024	make	This invention will make you a millionaire.	Make enemies.	0	884|462	20	0	24	4
1025	make	This invention will make you a millionaire.	Don't make this into a big deal.	1	884|4205	20	6	24	10
1026	make	One swallow does not a summer make.	He made to speak but said nothing in the end.	0	1006|4131	30	3	34	7
1027	make	One swallow does not a summer make.	They make a cute couple.	1	1006|4383	30	5	34	9
1028	make	Don't make this into a big deal.	She made us look silly.	1	1085|2342	6	4	10	8
1029	make	Don't make this into a big deal.	This wool makes into a nice sweater.	0	1085|5399	6	10	10	15
1030	make	Don't make this into a big deal.	Make a mistake.	0	1085|3422	6	0	10	4
1031	make	Make a move.	She'll make a fine president.	0	1343|4402	0	7	4	11
1032	make	Make a move.	Make a phone call.	1	1343|5088	0	0	4	4
1033	make	Make a move.	Make a decision.	1	1343|513	0	0	4	4
1034	make	Make a stir.	Make enemies.	0	1586|4343	0	0	4	4
1035	make	What do you make of his remarks?	Make a cake.	0	1587|2093	12	0	16	4
1036	make	What do you make of his remarks?	Make a wall of stones.	0	1587|2459	12	0	16	4
1037	make	Make a mess in one's office.	To make like a deer caught in the headlights.	0	1623|1986	0	3	4	7
1038	make	Make a mess in one's office.	Make merry.	0	1623|3750	0	0	4	4
1039	make	To make like a deer caught in the headlights.	She makes like an actress.	0	1702|2656	3	4	7	9
1040	make	They hope to make a bigger profit.	She makes more than he does, and works longer hours than he does, but she still does most of the house-cleaning.	1	1941|558	13	4	17	9
1041	make	They hope to make a bigger profit.	He made twenty bucks playing poker last night.	1	1941|3019	13	3	17	7
1042	make	They hope to make a bigger profit.	He didn't make the choir after his voice changed.	1	1941|2434	13	10	17	14
1043	make	To make like a deer caught in the headlights.	Make a mess in one's office.	0	1986|1623	3	0	7	4
1044	make	Make a cake.	What do you make of his remarks?	0	2093|1587	0	12	4	16
1045	make	Make a cake.	Make a wall of stones.	1	2093|2459	0	0	4	4
1046	make	He didn't make the choir after his voice changed.	She may not make the grade.	0	2187|54	10	12	14	16
1047	make	He didn't make the choir after his voice changed.	Make a cake.	0	2187|2262	10	0	14	4
1048	make	Make enemies.	Make an estimate.	0	2209|3830	0	0	4	4
1049	make	Make a cake.	He didn't make the choir after his voice changed.	0	2262|2187	0	10	4	14
1050	make	Make a cake.	How much do you make a month in your new job?	0	2262|2477	0	16	4	20
1051	make	Make a cake.	You have to spend money to make money!	0	2262|3019	0	27	4	31
1052	make	He didn't make the choir after his voice changed.	She made ten points in that game.	1	2288|3221	10	4	14	8
1053	make	He didn't make the choir after his voice changed.	Make lead into gold.	0	2288|441	10	0	14	4
1054	make	He didn't make the choir after his voice changed.	What do you make of his remarks?	0	2288|4958	10	12	14	16
1055	make	Make revolution.	Make love, not war.	1	2307|4930	0	0	4	4
1056	make	Make a wall of stones.	What do you make of his remarks?	0	2459|1587	0	12	4	16
1057	make	How much do you make a month in your new job?	She may not make the grade.	0	2477|54	16	12	20	16
1058	make	How much do you make a month in your new job?	He didn't make the choir after his voice changed.	1	2477|2187	16	10	20	14
1059	make	How much do you make a month in your new job?	Make a cake.	0	2477|2262	16	0	20	4
1060	make	Don't make this into a big deal.	Make one's way into the forest.	0	2541|2955	6	0	10	4
1061	make	Make merry.	To make like a deer caught in the headlights.	1	2568|4899	0	3	4	7
1062	make	Make love, not war.	Make an effort.	1	2898|2307	0	0	4	4
1063	make	Make love, not war.	Make my day.	0	2898|5040	0	0	4	4
1064	make	Make a phone call.	Make advances.	1	2921|1343	0	0	4	4
1065	make	Make one's way into the forest.	Don't make this into a big deal.	0	2955|2541	0	6	4	10
1066	make	Make one's way into the forest.	This invention will make you a millionaire.	0	2955|4918	0	20	4	24
1067	make	You have to spend money to make money!	She may not make the grade.	0	3019|54	27	12	31	16
1068	make	You have to spend money to make money!	Make a cake.	0	3019|2262	27	0	31	4
1069	make	They hope to make a bigger profit.	Make lead into gold.	0	3163|441	13	0	17	4
1070	make	They hope to make a bigger profit.	What do you make of his remarks?	0	3163|4958	13	12	17	16
1071	make	How much do you make a month in your new job?	They hope to make a bigger profit.	1	3221|3619	16	13	20	17
1072	make	Make a mistake.	He made a fool of himself at the meeting.	0	3422|884	0	3	4	7
1073	make	Make a mistake.	She made us look silly.	0	3422|2342	0	4	4	8
1074	make	Make a mistake.	Make yourself clear.	0	3422|4918	0	0	4	4
1075	make	Make a mistake.	Don't make this into a big deal.	0	3422|1085	0	6	4	10
1076	make	Make a wall of stones.	He made twenty bucks playing poker last night.	0	3696|2262	0	3	4	7
1077	make	Make merry.	Make a mess in one's office.	0	3750|1623	0	0	4	4
1078	make	Make clay into bricks.	How much do you make a month in your new job?	0	3807|441	0	16	4	20
1079	make	Make clay into bricks.	We barely made the plane.	0	3807|1257	0	10	4	14
1080	make	Make an estimate.	Make a mistake.	0	3830|1378	0	0	4	4
1081	make	Make an estimate.	Make a dress.	0	3830|1587	0	0	4	4
1082	make	Make an estimate.	How much do you make a month in your new job?	0	3830|4958	0	16	4	20
1083	make	Make an estimate.	Make enemies.	0	3830|2209	0	0	4	4
1084	make	Make a move.	One swallow does not a summer make.	0	3974|30	0	30	4	34
1085	make	Make a move.	Clothes make the man.	0	3974|4383	0	8	4	12
1086	make	We should make Cincinnati by 7 tonight.	Make up a room.	0	4097|2783	10	0	14	4
1087	make	Make a decision.	They make a cute couple.	0	4133|3974	0	5	4	9
1088	make	Don't make this into a big deal.	Make enemies.	0	4205|462	6	0	10	4
1089	make	Make friends.	He made a fool of himself at the meeting.	0	4343|462	0	3	4	7
1090	make	Make friends.	What do you make of his remarks?	0	4343|2209	0	12	4	16
1091	make	They make a cute couple.	He made to speak but said nothing in the end.	0	4383|4131	5	3	9	7
1092	make	Make advances.	He will make a splendid father!	0	4402|4685	0	8	4	12
1093	make	She'll make a fine president.	To make like a deer caught in the headlights.	0	4685|106	7	3	11	7
1094	make	This invention will make you a millionaire.	Make one's way into the forest.	0	4918|2955	20	0	24	4
1095	make	Make an effort.	Make revolution.	1	4930|2898	0	0	4	4
1096	make	What do you make of his remarks?	He made twenty bucks playing poker last night.	0	4958|2477	12	3	16	7
1097	make	What do you make of his remarks?	She made ten points in that game.	0	4958|3221	12	4	16	8
1098	make	What do you make of his remarks?	You have to spend money to make money!	0	4958|3589	12	27	16	31
1099	make	What do you make of his remarks?	She makes more than he does, and works longer hours than he does, but she still does most of the house-cleaning.	0	4958|5037	12	4	16	9
1100	make	What do you make of his remarks?	He didn't make the choir after his voice changed.	0	4958|2288	12	10	16	14
1101	make	What do you make of his remarks?	They hope to make a bigger profit.	0	4958|3163	12	13	16	17
1102	make	Make a mess in one's office.	He will make a splendid father!	0	4970|4685	0	8	4	12
1103	make	Make my day.	Make an effort.	0	5040|2307	0	0	4	4
1104	make	Make my day.	Make love, not war.	0	5040|2898	0	0	4	4
1105	make	Make advances.	Make one's way into the forest.	0	5088|960	0	0	4	4
1106	make	Make advances.	Make a move.	1	5088|2921	0	0	4	4
1107	make	Make advances.	They make a cute couple.	0	5088|5144	0	5	4	9
1108	make	Make advances.	Make a decision.	1	5088|5398	0	0	4	4
1109	make	Make a phone call.	One swallow does not a summer make.	0	5144|30	0	30	4	34
1110	make	Make a phone call.	Clothes make the man.	0	5144|4383	0	8	4	12
1111	make	Make water into wine.	How much do you make a month in your new job?	0	5300|441	0	16	4	20
1112	make	Make water into wine.	We barely made the plane.	0	5300|1257	0	10	4	14
1113	make	Make water into wine.	Make clay into bricks.	1	5300|3807	0	0	4	4
1114	lot	A lot of money.	A building lot in a city.	0	170|1605	2	11	5	14
1115	lot	A building lot in a city.	A lot of money.	0	1605|170	11	2	14	5
1116	leak	A leak in a roof.	A leak in a boat.	1	1189|2931	2	2	6	6
1117	leak	A leak in a roof.	A leak in a gas pipe.	1	1189|3308	2	2	6	6
1118	leak	A leak in a boat.	He had to clean up the leak.	1	1280|1189	2	23	6	27
1119	leak	A leak in a boat.	The leaks by Chelsea Manning showed the secrets of the US military.	0	1280|2645	2	4	6	9
1120	leak	A leak in a boat.	A leak in a gas pipe.	1	1280|4440	2	2	6	6
1121	leak	He had to clean up the leak.	A leak in a roof.	1	2931|1280	23	2	27	6
1122	leak	He had to clean up the leak.	A leak in a gas pipe.	1	2931|659	23	2	27	6
1123	leak	A leak in a gas pipe.	The leaks by Chelsea Manning showed the secrets of the US military.	0	4440|2645	2	4	6	9
1124	age	It's been an age since we last saw you.	We've known each other for ages.	0	3203|628	13	27	16	31
1125	unravel	Stop playing with the seam of the tablecloth! You will unravel it.	Can you unravel the mystery?	1	227|5356	55	8	62	15
1126	sense	Common sense is not so common.	It's common sense not to put metal objects in a microwave oven.	1	619|4255	7	12	12	17
1127	sense	Fortunately she had the good sense to run away.	Common sense is not so common.	1	1014|619	29	7	34	12
1128	sense	A sense of danger.	In the best sense charity is really a duty.	0	1247|2089	2	12	7	17
1129	sense	A sense of danger.	A sense of self.	1	1247|4118	2	2	7	7
1130	sense	It's common sense not to put metal objects in a microwave oven.	Fortunately she had the good sense to run away.	1	1330|3298	12	29	17	34
1131	sense	A sense of happiness.	A sense of danger.	1	3392|4331	2	2	7	7
1132	sense	A sense of happiness.	A sense of self.	1	3392|4561	2	2	7	7
1133	sense	A sense of self.	In the best sense charity is really a duty.	0	4118|2089	2	12	7	17
1134	heart	The heart and soul of the Republican Party.	You haven't got the heart for baseball.	0	4059|871	4	20	9	25
1135	snap	To snap a whip.	When her baby died, she snapped.	0	1043|3087	3	24	7	31
1136	snap	To snap a fastener.	When her baby died, she snapped.	0	2668|3087	3	24	7	31
1137	snap	To snap a fastener.	Bullets snapped past us.	0	2668|3694	3	8	7	15
1138	snap	To snap a fastener.	To snap a whip.	1	2668|1043	3	3	7	7
1139	snap	To snap a whip.	The lock snapped shut.	0	3962|1613	3	9	7	16
1140	shift	Shift the emphasis.	We'll have to shift these boxes to the downtown office.	1	3339|2615	0	14	5	19
1141	hold	I'll hold you by your promise.	To hold true.	0	94|1370	5	3	9	7
1142	hold	I'll hold you by your promise.	Hold your breath.	0	94|1804	5	0	9	4
1143	hold	He can hold his liquor.	She holds her head high.	0	980|77	7	4	11	9
1144	hold	I hold to these ideas.	Hold your temper.	0	1067|2686	2	0	6	4
1145	hold	I hold with those who say life is sacred.	This story held our interest.	0	1366|213	2	11	6	15
1146	hold	I hold with those who say life is sacred.	The soprano held the audience.	0	1366|3106	2	12	6	16
1147	hold	To hold true.	I'll hold you by your promise.	0	1370|94	3	5	7	9
1148	hold	Hold in place.	I hold him personally responsible.	0	1525|4662	0	2	4	6
1149	hold	Hold your breath.	I'll hold you by your promise.	0	1804|94	0	5	4	9
1150	hold	Hold these truths to be self-evident.	Hold your tongue.	0	2166|2686	0	0	4	4
1151	hold	To hold good.	To hold true.	1	2243|4325	3	3	7	7
1152	hold	Hold all calls to the President's office while he is in a meeting.	I hold with those who say life is sacred.	0	2269|1815	0	2	4	6
1153	hold	Hold your temper.	He can hold his liquor.	0	2686|2067	0	7	4	11
1154	hold	Hold your temper.	About a dozen animals were held inside the stockade.	0	2686|3429	0	27	4	31
1155	hold	Hold your temper.	I hold to these ideas.	0	2686|1067	0	2	4	6
1156	hold	Hold these truths to be self-evident.	He's held by a contract.	0	3723|94	0	5	4	9
1157	hold	To hold true.	To hold good.	1	4325|2243	3	3	7	7
1158	hold	I hold him personally responsible.	Hold the bridge against the enemy's attacks.	0	4662|804	2	0	6	4
1159	hold	I hold him personally responsible.	Hold your temper.	0	4662|2166	2	0	6	4
1160	hold	I hold him personally responsible.	I'll hold you by your promise.	0	4662|3723	2	5	6	9
1161	hold	I hold him personally responsible.	About a dozen animals were held inside the stockade.	0	4662|4619	2	27	6	31
1162	hold	I hold him personally responsible.	Hold in place.	0	4662|1525	2	0	6	4
1163	action	The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues.	The piano had a very stiff action.	0	23|3238	63	27	69	33
1164	action	The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues.	The Union action of emancipating Southern slaves.	1	23|3482	63	10	69	16
1165	action	A rifle action.	The action is no longer in technology stocks but in municipal bonds.	0	317|2437	8	4	14	10
1166	action	His novels always have a lot of action.	Recent federal action undermined the segregationist position.	0	676|23	32	15	38	21
1167	action	His novels always have a lot of action.	The Union action of emancipating Southern slaves.	0	676|2880	32	10	38	16
1168	action	A rifle action.	The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues.	0	1498|2880	8	63	14	69
1169	action	A rifle action.	Recent federal action undermined the segregationist position.	0	1498|3482	8	15	14	21
1170	action	The piano had a very stiff action.	Gawkers always try to get as close to the action as possible.	0	2160|317	27	42	33	48
1171	action	The piano had a very stiff action.	The Union action of emancipating Southern slaves.	0	2160|1498	27	10	33	16
1172	action	The action is no longer in technology stocks but in municipal bonds.	A rifle action.	0	2437|317	4	8	10	14
1173	action	The Union action of emancipating Southern slaves.	His novels always have a lot of action.	0	2880|676	10	32	16	38
1174	action	He is out of action.	A rifle action.	0	2893|2160	13	8	19	14
1175	action	The piano had a very stiff action.	The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues.	0	3238|23	27	63	33	69
1176	action	The Union action of emancipating Southern slaves.	The piano had a very stiff action.	0	3482|3238	10	27	16	33
1177	action	A man of action.	A rifle action.	0	4796|2160	9	8	15	14
1178	commercialization	The government tried to accelerate the commercialization of this development.	Both companies will retain control over the commercialization of their own products.	1	481|1007	39	44	56	61
1179	melt	Melt butter.	When the weather is warm, the snowman will disappear; he will melt.	1	4306|1684	0	62	4	66
1180	key	The key to solving this problem is persistence.	They were carrying two keys of heroin.	0	1278|4666	4	23	7	27
1181	key	The key to solving this problem is persistence.	The key to winning a game.	1	1278|4342	4	4	7	7
1182	key	He spoke in a low key.	Some students had stolen the key to the final exam.	0	2332|2424	18	29	21	32
1183	limitation	The lawyer obtained impunity by dragging his obviously guilty client's case beyond the 10 years limitation.	It is growing rapidly with no limitation in sight.	0	391|1795	96	30	106	40
1184	limitation	It is growing rapidly with no limitation in sight.	The lawyer obtained impunity by dragging his obviously guilty client's case beyond the 10 years limitation.	0	1795|391	30	96	40	106
1185	practice	It is the usual practice of employees there to wear neckties only when meeting with customers.	It is good practice to check each door and window before leaving.	1	3462|591	16	11	24	19
1186	practice	The practice of the law.	It is not the local practice to wear shorts to dinner.	0	5050|550	4	20	12	28
1187	fire	They retreated in the face of withering enemy fire.	Barbecue over an open fire.	0	902|5188	46	22	50	26
1188	fire	They retreated in the face of withering enemy fire.	He went through fire and damnation.	0	902|1452	46	16	50	20
1189	fire	Put the kettle on the fire.	We sat around the fire singing songs and telling stories.	0	1292|4086	22	18	26	22
1190	fire	He went through fire and damnation.	They retreated in the face of withering enemy fire.	0	1452|902	16	46	20	50
1191	fire	We sat around the fire singing songs and telling stories.	Put the kettle on the fire.	0	1561|2205	18	22	22	26
1192	fire	Put the kettle on the fire.	Hold your fire until you can see the whites of their eyes.	0	2205|5188	22	10	26	14
1193	fire	There was a fire at the school last night and the whole place burned down.	Fire was one of our ancestors' first discoveries.	0	4167|4086	12	0	16	4
1194	fire	Hold your fire until you can see the whites of their eyes.	Put the kettle on the fire.	0	5188|2205	10	22	14	26
1195	period	A time period of 30 years.	In England they call a period a stop.	0	1181|260	7	23	13	29
1196	period	A time period of 30 years.	Picasso's blue period.	1	1181|1773	7	15	13	21
1197	period	Hastened the period of time of his recovery.	A time period of 30 years.	1	1773|2211	13	7	19	13
1198	period	Picasso's blue period.	Hastened the period of time of his recovery.	1	2211|1181	15	13	21	19
1199	period	In England they call a period a stop.	A time period of 30 years.	0	4197|2211	23	7	29	13
1200	period	In England they call a period a stop.	Hastened the period of time of his recovery.	0	4197|1773	23	13	29	19
1201	song	The wheels sang their song as the train rocketed ahead.	The song of the wind.	1	312|1349	22	4	26	8
1202	song	The wheels sang their song as the train rocketed ahead.	He bought it for a song.	0	312|3946	22	19	26	23
1203	song	The song of bullets was in the air.	Thomas listened to his favorite song on the radio yesterday.	0	1349|3524	4	32	8	36
1204	song	The song of bullets was in the air.	I love hearing the song of canary birds.	0	1349|4717	4	19	8	23
1205	song	A bird will not learn its song unless it hears it at an early age.	The song of the wind.	0	1371|4717	26	4	30	8
