index	sentence1	sentence2	label	sentence2_neg	neg_label	tag
114	Until now , sales of the entertainment-oriented PCs have been limited to the United States , Canada and Korea .	The computers are currently sold in Canada , the United States , and Korea .	1	The computers are not currently sold in Canada, the United States, and Korea.	0	negation
115	Both sets of findings were presented Dec. 1 at the annual meeting of the Radiological Society of North America in Chicago .	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .	1	The study was not presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.	0	negation
116	All 180,000 DHS employees soon will receive a lapel pin and personalized certificate bearing the seal , DHS said .	All 180,000 DHS employees will soon receive a DHS lapel pin and a personalized DHS certificate .	1	All 180,000 DHS employees will not soon receive a DHS lapel pin and a personalized DHS certificate.	0	negation
117	""" The European Union is basically absent , "" said Tito Barbini , regional minister for agriculture in Tuscany , Italy ."	Tito Barbini , a regional minister for agriculture in Tuscany , Italy , criticized the absence Tuesday in Sacramento .	1	Tito Barbini, a regional minister for agriculture in Tuscany, Italy, didn't criticize the absence Tuesday in Sacramento.	0	negation
118	Wells  other series include NBC  s ER and Third Watch .	"Wells ' other series include NBC 's "" ER "" and "" Third Watch . """	1	"Wells other series don't include NBC's ER and Third Watch. """	0	negation
119	For the entire season , the average five-day forecast track error was 259 miles , Franklin said .	""" The average track error for the five-day ( forecast ) is 323 nautical miles ."	1	""" The average track error for the five-day (forecast) is not 323 nautical miles."	0	negation
120	The study was published Thursday in The New England Journal of Medicine ( news - web sites ) .	The study was published today in the New England Journal of Medicine .	1	The study was not published today in the New England Journal of Medicine.	0	negation
121	Such a step could put the issue before the UN Security Council .	The matter could then be sent to the U.N. Security Council .	1	The matter could then not be sent to the U.N. Security Council.	0	negation
122	"The pill , which they call the "" polypill , "" would contain aspirin , a cholesterol-lowering drug , three blood pressure-lowering drugs at half the standard dose and folic acid ."	The ingredients of such a polypill would contain aspirin , a cholesterol-lowering statin , three blood pressure-lowering agents in half dose , and folic acid .	1	The ingredients of such a poly pill would not contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.	0	negation
123	Douglas Robinson , a senior vice president of finance , will take over as chief financial officer on an interim basis .	Douglas Robinson , CA senior vice president , finance , will fill the position in the interim .	1	Douglas Robinson, CA senior vice president, finance, will not fill the position in the interim.	0	negation
124	A cul de sac with homes burned to the foundation was visible from above .	A cul-de-sac with homes burned to their foundations was visible from above .	1	A cul-de-sac with homes burned to their foundations was not visible from above.	0	negation
125	She and her husband left behind two sons : Robert , who was six , and Michael , who was 10 .	The couple left behind two boys , Robert , 6 , and Michael , 10 .	1	The couple didn't leave behind two boys, Robert, 6, and Michael, 10.	0	negation
126	Google 's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital , the paper noted .	Google 's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital .	1	Google's early stage backers in don't include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.	0	negation
127	Since then , Acacia had only had supervised visits with her grandmother , she said .	Since then , Acacia has spent little time with her grandmother .	1	Since then, Acacia has not spent little time with her grandmother.	0	negation
128	Doctors had planned to deliver him two weeks early , on or around November 14 .	A Caesarean had originally been planned in mid- November , two weeks early .	1	A Cesarean had not originally been planned in mid- November, two weeks early.	0	negation
129	Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .	Westfield also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .	1	Westfield also will not continue discussions about the other co-owned centers such as Knox City in Melbourne, half-owned by Deutsche Bank.	0	negation
130	The US will take on Canada in the third-place play-off in Carson on Saturday .	The United States will play Canada in the third-place game Saturday .	1	The United States will not play Canada in the third-place game Saturday.	0	negation
131	A weak cold front could bring thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	As of today , forecasts show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	1	As of today, forecasts don't show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan.	0	negation
132	They also showed the greatest increase in early rapid head growth compared with those children with milder forms of the disorder .	Those children later diagnosed with the most severe autism showed the greatest increase in early rapid head growth compared to those children with milder forms of the disorder .	1	Those children later diagnosed with the most severe autism didn't show the greatest increase in early rapid head growth compared to those children with milder forms of the disorder.	0	negation
133	Elwin Hermanson and the SaskParty would put the future of our Crown corporations  and our economy  at risk ,  the platform reads .	"Elwin Hermanson and the Sask . Party would put the future of our Crown corporations - and our economy - at risk . """	1	"Elwin Hermanson and the Sask. Party would not put the future of our Crown corporations  and our economy  at risk. """	0	negation
134	Site Finder has been visited 65 million times since its introduction , Galvin said .	Through Sunday , Sept . 21 , Site Finder has been visited over 65 million times by Internet users .	1	Through Sunday, Sept. 21, Site Finder has not been visited over 65 million times by Internet users.	0	negation
135	Only Intel Corp. ' s 0.3 percent yield was lower .	Only Intel Corp. has a lower dividend yield .	1	Only Intel Corp. doesn't have a lower dividend yield.	0	negation
136	The new servers will run either Linux or the x86 version of Solaris , he said .	The servers can run Solaris x86 operating system or the standard Linux operating system .	1	The servers can not run Polaris x86 operating system or the standard Linux operating system.	0	negation
137	On Thursday , Long heard arguments from both sides .	Judge Elizabeth Long heard arguments in the state case Thursday .	1	Judge Elizabeth Long didn't hear arguments in the state case Thursday.	0	negation
138	Advanced Micro Devices Inc . Tuesday introduced its Athlon MP 2800 + processor for entry-level one- and two-way servers and workstations .	Advanced Micro Devices on Tuesday launched its newest Athlon chip for workstations and servers .	1	Advanced Micro Devices on Tuesday didn't launch its newest Athlon chip for workstations and servers.	0	negation
139	AMD made the announcement on Tuesday at the Embedded Systems Conference in Boston .	The Sunnyvale , Calif . , chipmaker announced its plans Tuesday at the Embedded Systems Conference in Boston .	1	The Sunnyvale, Calif. , chipmaker didn't announce its plans Tuesday at the Embedded Systems Conference in Boston.	0	negation
140	Micron has declared its first quarterly profit for three years .	Micron 's numbers also marked the first quarterly profit in three years for the DRAM manufacturer .	1	Micron's numbers also didn't mark the first quarterly profit in three years for the DRAM manufacturer.	0	negation
141	They certainly reveal a very close relationship between Boeing and senior Washington officials .	The e-mails reveal the close relationship between Boeing and the Air Force .	1	The e-mails don't reveal the close relationship between Boeing and the Air Force.	0	negation
142	Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister , Mahmoud Abbas , in the Jordanian port of Aqaba on Wednesday .	On Wednesday next week , Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba , Jordan .	1	On Wednesday next week, Mr Bush will not meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.	0	negation
143	They described the abductor as a Hispanic man in his 30s or early 40s , 5-feet-2 to 5-feet-5 , weighing about 160 pounds .	They described the intruder as being in his 30s to early 40s , from 5-feet-2 to 5-feet-5-inches tall , weighing about 160 pounds .	1	They didn't describe the intruder as being in his 30s to early 40s, from 5-feet-2 to 5-feet-5-inches tall, weighing about 160 pounds.	0	negation
144	In fresh bloodshed last night , four Palestinian militants were killed by an explosion in the Gaza Strip , Palestinian witnesses and medics said .	On Sunday , four Palestinian militants were killed by an explosion in the northern Gaza Strip .	1	On Sunday, four Palestinian militants were not killed by an explosion in the northern Gaza Strip.	0	negation
145	Three other fires in or near the park were contained on Wednesday .	Two fires inside the park and one just outside the park were contained Wednesday afternoon .	1	Two fires inside the park and one just outside the park were not contained Wednesday afternoon.	0	negation
146	Hundreds of people have signed petitions calling for Dr Kelly 's resignation for his handling of allegedly sexually abusive priests .	Hundreds of people have signed petitions calling for Archbishop Thomas Kelly 's resignation for his handling of the crisis .	1	Hundreds of people have not signed petitions calling for Archbishop Thomas Kelly's resignation for his handling of the crisis.	0	negation
147	PCCW 's chief operating officer , Mike Butcher , and Alex Arena , the chief financial officer , will report directly to Mr So .	Current Chief Operating Officer Mike Butcher and Group Chief Financial Officer Alex Arena will report to So .	1	Current Chief Operating Officer Mike Butcher and Group Chief Financial Officer Alex Arena will not report to So.	0	negation
148	That comment undercut his remarks in an interview on Tuesday that the ECB had not exhausted its ammunition for rate cuts .	His comments diluted remarks reported in an interview on Tuesday saying the ECB had not exhausted its ammunition for rate cuts .	1	His comments diluted remarks reported in an interview on Tuesday saying the ECB had exhausted its ammunition for rate cuts.	0	negation
149	They also found shortness was associated with a family history of hearing loss .	Shortness was found twice as often in those with hearing loss .	1	Shortness was not found twice as often in those with hearing loss.	0	negation
150	The April 19 , 1995 , bombing of the Alfred P. Murrah Federal Building came on the second anniversary of the fiery end of the Branch Davidian siege in Waco , Texas .	The April 19 , 1995 , bombing came on the second anniversary of the end of the Branch Davidian siege in Waco , Texas .	1	The April 19, 1995, bombing didn't come on the second anniversary of the end of the Branch Dravidian siege in Waco, Texas.	0	negation
151	The technology is available for download on the Microsoft Developer Network ( MSDN ) site .	WSE version 2 is available from Microsoft 's developer Web site .	1	WE version 2 is not available from Microsoft's developer Website.	0	negation
152	Some 95 million Americans -- half of all households -- invest in mutual funds .	About half of all U.S. households have money in mutual funds .	1	About half of all U.S. households don't have money in mutual funds.	0	negation
153	To put it very simply , Antetonitrus is Brontosaurus 's older brother , hence the name .	Antetonitrus was brontosaurus ' older brother , hence the name .	1	Antetonitrus was not brontosaurus older brother, hence the name.	0	negation
154	Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover .	Steve Squyres , a Cornell University scientist , is principal investigator for the missions ' science instruments .	1	Steve Squares, a Cornell University scientist, is not principal investigator for the missions science instruments.	0	negation
155	Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children .	The Jacksons each were charged with four counts of aggravated assault and 14 counts of child endangerment .	1	The Jacksons each were not charged with four counts of aggravated assault and 14 counts of child endangerment.	0	negation
156	The last time the survey was conducted , in 1995 , those numbers matched .	In 1995 , the last survey , those numbers were equal .	1	In 1995, the last survey, those numbers were not equal.	0	negation
157	Zilkha and other shareholders , including Coastal founder Oscar Wyatt Jr . , had called for Wise 's firing for months .	Zilkha and other shareholders , including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr . , had called for Wise 's termination for months .	1	Zilkha and other shareholders, including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr. , had not called for Wise's termination for months.	0	negation
158	Wal-Mart estimates more than 100 million Americans visit their stores every week .	Each week 138 million shoppers visit Wal-Mart 's 4,750 stores .	1	Each week 138 million shoppers don't visit Wal-Mart's 4,750 stores.	0	negation
159	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday .	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer .	1	Five-time Tour de France winner Lance Armstrong is not in Denver today for a meeting about surviving cancer.	0	negation
160	Search technology powerhouse Google has released a new beta of its popular Internet Explorer toolbar , adding bells and whistles for surfers .	Search technology powerhouse Google has released a new beta of its popular toolbar for Internet Explorer , adding a pop-up blocker , a controversial Blogger feature , and form-filling functionality .	1	Search technology powerhouse Google has not released a new beta of its popular toolbar for Internet Explorer, adding a pop-up blocker, a controversial Blogger feature, and form-filling functionality.	0	negation
161	Blair 's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action .	Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq .	1	Britain didn't include the accusation in a September 2002 dossier setting out the case for war in Iraq.	0	negation
162	Spinal Concepts , launched in 1996 , makes orthopedic medical devices used during spinal fusion surgical procedures .	Spinal Concepts makes spinal fixation products used during spinal fusion surgery .	1	Spinal Concepts doesn't make spinal fixation products used during spinal fusion surgery.	0	negation
163	Heavy weekend rain and runoff from heavy snowmelt sent a mountain creek on a rampage , washing out a culvert and opening the sinkhole in I-70 east of Vail .	Rain and runoff from heavy snow sent a mountain creek on a rampage , washing out a culvert and opening a 22-foot-wide sinkhole in Interstate 70 east of Vail .	1	Rain and runoff from heavy snow didn't send a mountain creek on a rampage, washing out a culvert and opening a 22-foot-wide sinkhole in Interstate 70 east of View.	0	negation
164	The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna 's daughter Tracy .	Marissa Jaret Winokur , as Tracy , won for best actress in a musical .	1	Marissa Jaret Winokur, as Tracy, didn't win for best actress in a musical.	0	negation
165	An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel .	According to an arrest warrant , Bryant , 24 , attacked a woman on June 30 .	1	According to an arrest warrant, Bryant, 24, didn't attack a woman on June 30.	0	negation
166	Other features include FileVault , which secures the contents of a home directory with 128-bit AES encryption on the fly .	A new feature dubbed FileVault , also new in Panther , secures the contents of a user 's home directory with 128-bit AES encryption .	1	A new feature dubbed FileVault, also new in Panther, doesn't secure the contents of a user's home directory with 128-bit AES encryption.	0	negation
167	Those conversations had not taken place as of Tuesday night , according to an Oracle spokeswoman .	Those talks have not taken place , according to an Oracle spokeswoman .	1	Those talks have taken place, according to an Oracle spokeswoman.	0	negation
168	Aiken 's study appears in the Sept . 24 issue of the Journal of the American Medical Association .	The findings appear in Wednesday 's Journal of the American Medical Association .	1	The findings don't appear in Wednesday's Journal of the American Medical Association.	0	negation
169	His band in the early 1930 's included the pianist Teddy Wilson , the saxophonist Chu Berry , the trombonist J. C. Higginbotham and the drummer Sid Catlett .	His band in the early 1930s included pianist Teddy Wilson , saxophonist Chu Berry , trombonist J.C. Higginbotham and drummer Sid Catlett .	1	His band in the early 1930s didn't include pianist Teddy Wilson, saxophonist Chu Berry, trombonist J.C. Higginbotham and drummer Sid Catlett.	0	negation
170	In April , it had forecast operating earnings in the range of 60 to 80 cents a share .	Kodak expects earnings of 5 cents to 25 cents a share in the quarter .	1	Kodak doesn't expect earnings of 5 cents to 25 cents a share in the quarter.	0	negation
171	Tony winners will be announced June 8 at the Radio City Music Hall in New York .	Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall .	1	Winners will not be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall.	0	negation
172	Gateway will release new Profile 4 systems with the new Intel technology on Wednesday .	Gateway 's all-in-one PC , the Profile 4 , also now features the new Intel technology .	1	Gateway's all-in-one PC, the Profile 4, also now doesn't feature the new Intel technology.	0	negation
173	Australia , Chile , Colombia , El Salvador , Honduras , Mexico , New Zealand , Peru and Uruguay will also support the challenge .	Nine other countries , including Australia , Chile , Colombia , El Salvador and Mexico , are supporting the case .	1	Nine other countries, including Australia, Chile, Colombia, El Salvador and Mexico, are not supporting the case.	0	negation
174	"The American decision provoked an angry reaction from the European Commission , which described the move as "" legally unwarranted , economically unfounded and politically unhelpful "" ."	"The European Commission , the EU 's powerful executive body , described the move as "" legally unwarranted , economically unfounded and politically unhelpful . """	1	"The European Commission, the EU's powerful executive body, didn't describe the move as legally unwarranted, economically unfounded and politically unhelpful. """	0	negation
175	""" I have lots of bad dreams , I have flashbacks , I have lots of anger ."	""" I have lots of bad dreams , flashbacks and lots of anger . """	1	""" I don't have lots of bad dreams, flashbacks and lots of anger. """	0	negation
176	Retailers J.C. Penney Co . Inc.JCP.N and Walgreen Co.WAG.N kick things off early in the week .	Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .	1	Retailers J.C. Penney Co. Inc. JCP. N and Walgreen Co. WAG. N don't kick things off on Monday.	0	negation
177	"Ahold Chairman Henny de Ruiter offered shareholders at the meeting his "" sincere apologies "" for the scandal ."	"Board Chairman Henny de Ruiter offered shareholders at the meeting his "" sincere apologies "" for events at Foodservice and elsewhere in the embattled group ."	1	Board Chairman Henry de Ruiter didn't offer shareholders at the meeting his sincere apologies for events at Food service and elsewhere in the embattled group.	0	negation
178	Federal prosecutors , the Securities and Exchange Commission , and the mortgage company 's regulator launched investigations into Freddie Mac 's shake-up .	The Securities and Exchange Commission and the U.S. Attorney have opened investigations into Freddie Mac over its accounting practices .	1	The Securities and Exchange Commission and the U.S. Attorney have not opened investigations into Freddie Mac over its accounting practices.	0	negation
179	Hampton Township is a few miles northeast of Bay City , about 100 miles away .	Hampton Township is located a few kilometers northeast of Bay City , near Michigan 's Thumb .	1	Hampton Township is not located a few kilometers northeast of Bay City, near Michigan's Thumb.	0	negation
180	Four versions of Windows operating systems are targeted : Windows NT , Windows 2000 , Windows XP and Windows Server 2003 .	The new worm affects these Windows systems : 2000 , XP , NT 4.0 and Server 2003 .	1	The new worm doesn't affect these Windows systems : 2000, XP, NT 4.0 and Server 2003.	0	negation
181	On health care , the NDP says there will be no privatization and no health-care premiums .	The New Democrats also renewed their commitment to no health-care privatization and no premiums .	1	The New Democrats also didn't renew their commitment to no health-care privatization and no premiums.	0	negation
182	Pacific Northwest has more than 800 employees , and Wells Fargo has 2,400 in Washington .	It has 800 employees , compared with Wells Fargo 's 2,400 .	1	It doesn't have 800 employees, compared with Wells Fargo's 2,400.	0	negation
183	"The network is also dropping its Friday night "" Dateline "" edition ."	"The network will drop one edition of "" Dateline , "" its newsmagazine franchise ."	1	The network will not drop one edition of Dateline, its newsmagazine franchise.	0	negation
184	MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http : / / messenger.msn.com / download / v6preview.asp.	The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday , according to Microsoft .	1	The MSN Messenger 6 software will not be available from 11 a.m. PST on Wednesday, according to Microsoft.	0	negation
185	Kingston also finished with 67 after producing six birdies on the back nine .	South Africa 's James Kingston is also on five under after blitzing six birdies on his back nine .	1	South Africa's James Kingston is not on five under after blitzing six birdies on his back nine.	0	negation
186	Those reports were denied by the interior minister , Prince Nayef .	However , the Saudi interior minister , Prince Nayef , denied the reports .	1	However, the Saudi interior minister, Prince Name, didn't deny the reports.	0	negation
187	ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan .	Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan .	1	Israeli soldiers didn't begin tearing down settlement outposts in the West Bank yesterday  an Israeli obligation under a new Mideast peace plan.	0	negation
188	Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women , aged 16 and 18 .	Seven 20- and 21-year-old male cadets were caught in an off-campus hotel room early Saturday with two female teens , 16 and 18 years .	1	Seven 20- and 21-year-old male cadets were not caught in an off-campus hotel room early Saturday with two female teens, 16 and 18 years.	0	negation
189	Cisco pared spending during the quarter to compensate for sluggish sales .	In response to sluggish sales , Cisco pared spending .	1	In response to sluggish sales, Cisco didn't pare spending.	0	negation
190	Taha is married to former Iraqi oil minister Amir Muhammed Rasheed , who surrendered to U.S. forces on April 28 .	Taha 's husband , former oil minister Amer Mohammed Rashid , surrendered to U.S. forces on April 28 .	1	Taha's husband, former oil minister Amer Mohammed Rashid, didn't surrender to U.S. forces on April 28.	0	negation
191	Ricky Clemons ' brief , troubled Missouri basketball career is over .	Missouri kicked Ricky Clemons off its team , ending his troubled career there .	1	Missouri didn't kick Ricky Clemons off its team, ending his troubled career there.	0	negation
192	Federal agents said yesterday they are investigating the theft of 1,200 pounds of an explosive chemical from construction companies in Colorado and California in the past week .	Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .	1	Federal investigators are not looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week.	0	negation
193	The increase reflects lower credit losses and favorable interest rates .	The gain came as a result of fewer credit losses and lower interest rates .	1	The gain didn't come as a result of fewer credit losses and lower interest rates.	0	negation
194	Moseley and a senior aide delivered their summary assessments to about 300 American and allied military officers on Thursday .	General Moseley and a senior aide presented their assessments at an internal briefing for American and allied military officers at Nellis Air Force Base in Nevada on Thursday .	1	General Moseley and a senior aide didn't present their assessments at an internal briefing for American and allied military officers at Ellis Air Force Base in Nevada on Thursday.	0	negation
195	A Washington County man may have the countys first human case of West Nile virus , the health department said Friday .	The countys first and only human case of West Nile this year was confirmed by health officials on Sept . 8 .	1	The counties first and only human case of West Nile this year was not confirmed by health officials on Sept. 8.	0	negation
196	The procedure is generally performed in the second or third trimester .	The technique is used during the second and , occasionally , third trimester of pregnancy .	1	The technique is not used during the second and, occasionally, third trimester of pregnancy.	0	negation
197	The service is deploying Cisco 's BTS 10200 Softswitch cable modem termination system and MGXR 8850 voice gateway products .	This solution includes the BTS 10200 soft switch , uBR7246VXR cable modem termination system and MGX 8850 voice gateway products .	1	This solution doesn't include the BTS 10200 soft switch, uBR7246VXR cable modem termination system and MIX 8850 voice gateway products.	0	negation
198	Total Information Awareness is now Terrorism Information Awareness .	The new name will be Terrorism Information Awareness .	1	The new name will not be Terrorism Information Awareness.	0	negation
199	Gartner 's report said global WLAN equipment shipments reached 19.5 million last year , a 120 percent increase over 2001 's 8.9 million units .	Total shipments reached 19.5 million units last year , compared with 8.9 million units in 2001 .	1	Total shipments didn't reach 19.5 million units last year, compared with 8.9 million units in 2001.	0	negation
200	Weyerhaeuser is the one of the worlds largest producers of softwood lumber , with the capacity to produce 7.6 billion board feet a year .	Weyerhaeuser , one of the world 's largest producers of softwood , can produce about 7.6 billion board feet a year .	1	Weyerhaeuser, one of the world's the largest producers of softwood, can not produce about 7.6 billion board feet a year.	0	negation
201	Crohn 's disease causes inflammation of the intestine and symptoms include diarrhea , pain , weight loss and tiredness .	Symptoms include chronic diarrhoea , abdominal pain , weight loss and extreme tiredness .	1	Symptoms don't include chronic diarrhea, abdominal pain, weight loss and extreme tiredness.	0	negation
202	His Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , parking lot .	His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .	1	His sport utility vehicle was not found June 25, abandoned without its license plates in Virginia Beach, Va.	0	negation
203	Further estimates show that it is the fourth most common cause of cancer in men and the eighth most common in women .	Bladder cancer is the fourth most common cancer in American men and the eighth in women .	1	Bladder cancer is not the fourth most common cancer in American men and the eighth in women.	0	negation
204	City Councilman Cedric Wilson said those killed were Cpl. James Crump , Officer Arnold Strickland and dispatcher Ace Mealer .	Fayette City Councilman Cedric Wilson identified the dead as Cpl. James Crump , Officer Arnold Strickland and dispatcher Ace Mealer .	1	Fayette City Councilman Cedric Wilson didn't identify the dead as Cpl. James Rump, Officer Arnold Strickland and dispatcher Ace Mealer.	0	negation
205	Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal , winning , 6-2 , 6-1 .	Clijsters was simply too powerful for Spanish veteran Conchita Martinez , winning 6-2 , 6-1 .	1	Clusters was not simply too powerful for Spanish veteran Conchita Martinez, winning 6-2, 6-1.	0	negation
206	Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings .	The write-down will cut a quarter of a penny per share from second-quarter earnings , according to Coca-Cola .	1	The write-down will not cut a quarter of a penny per share from second-quarter earnings, according to Coca-Cola.	0	negation
207	The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida .	The Mets took Lastings Milledge , an outfielder from Florida , with the 12th pick .	1	The Mets didn't take Lastings Milledge, an outfielder from Florida, with the 12th pick.	0	negation
208	The study is being published today in the journal Science .	Their findings were published today in Science .	1	Their findings were not published today in Science.	0	negation
209	CCAG supported Bill Curry , Rowland 's opponent in the 2002 gubernatorial election .	Mr. Swan 's group supported the governor 's Democratic opponent , Bill Curry , in the 2002 election .	1	Mr. Swan's group didn't support the governor's Democratic opponent, Bill Curry, in the 2002 election.	0	negation
210	In a statement , Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17 .	The dividend , the company 's second this calendar year , is payable on Nov. 7 to shareholders of record at the close of business Oct. 17 .	1	The dividend, the company's second this calendar year, is not payable on Nov. 7 to shareholders of record at the close of business Oct. 17.	0	negation
211	Druce is still being held at the prison and is now in isolation , she said .	Druce last night was held in isolation at the same prison .	1	Druce last night was not held in isolation at the same prison.	0	negation
212	The new research will be published soon in the Proceedings of the National Academy of Sciences .	It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences .	1	It will not appear in the next few weeks on the Website of the Proceedings of the National Academy of Sciences.	0	negation
213	Jackson 's visit came after a relatively peaceful night in Benton Harbor , which sits in southwestern Michigan about 100 miles northeast of Chicago .	Jackson 's visit followed a relatively peaceful night Thursday in Benton Harbor , about 100 miles northeast of Chicago .	1	Jackson's visit didn't follow a relatively peaceful night Thursday in Benton Harbor, about 100 miles northeast of Chicago.	0	negation
214	The attacks came as Mr Sharon faced down the hardline central committee of his Likud party in Jerusalem .	News of the Hebron incident filtered out as Mr Sharon was facing the hardline central committee of his Likud Party in Jerusalem .	1	News of the Hebron incident filtered out as Mr Sharon was not facing the hardliner central committee of his Likud Party in Jerusalem.	0	negation
215	The subject was scarcely mentioned in his campaign , or in the national security strategy that is his administration 's bible .	The subject was scarcely mentioned in his 2000 campaign , or in his administration 's national security strategy .	1	The subject was not scarcely mentioned in his 2000 campaign, or in his administration's national security strategy.	0	negation
216	On Monday during an annual biotechnology meeting in Washington , President Bush criticized Europe for aggravating hunger in Africa by closing its markets to genetically modified food .	President Bush on Monday accused Europe of aggravating hunger in Africa by closing its markets to genetically modified food .	1	President Bush on Monday didn't accuse Europe of aggravating hunger in Africa by closing its markets to genetically modified food.	0	negation
217	Christensen most recently served as VP of Microsoft 's mobile devices division .	He most recently served as corporate vice president of Microsoft 's Mobile Devices Marketing Group .	1	He most recently didn't serve as corporate vice president of Microsoft's Mobile Devices Marketing Group.	0	negation
218	Microsoft Corp. this week is releasing the second in a line of seven Microsoft Office Solution Accelerators for its suite .	Microsoft Monday released the second in a planned series of Solution Accelerators for its Office product lineup .	1	Microsoft Monday didn't release the second in a planned series of Solution Accelerators for its Office product lineup.	0	negation
219	""" The lies and deceptions from Saddam have been well documented over 12 years . """	"It has been well documented over 12 years of lies and deception from Saddam . """	1	"It has not been well documented over 12 years of lies and deception from Saddam. """	0	negation
220	""" These changes may affect a large number of existing Web pages , "" the statement continued ."	"Still , changes to IE "" may affect a large number of existing Web pages , "" according to the W3C 's notice ."	1	Still, changes to IE may not affect many existing Web pages, according to the W3C's notice.	0	negation
221	The Agriculture Department already has issued a recall for 10,410 pounds of beef slaughtered Dec. 9 at Vern 's Moses Lake Meat Co. in Moses Lake , Wash .	The Agriculture Department already has issued a recall for beef slaughtered along with the infected cow Dec. 9 at a meat company in Moses Lake , Wash .	1	The Agriculture Department has not issued a recall for beef slaughtered along with the infected cow Dec. 9 at a meat company in Moses Lake, Wash.	0	negation
222	She recently got the endorsement of the National Organization for Women and the National Women 's Political Caucus .	Moseley Braun has scored endorsements from the National Organization for Women and the National Women 's Political Caucus .	1	Moseley Braun has not scored endorsements from the National Organization for Women and the National Women's Political Caucus.	0	negation
223	Counties with population declines will be Vermillion , Posey and Madison .	Vermillion , Posey and Madison County populations will decline .	1	Vermilion, Pose and Madison County populations will not decline.	0	negation
224	If found guilty , Samudra could be sentenced to death under anti-terror laws passed soon after the bombings .	If found guilty , he could be executed under anti-terror laws passed in the weeks after the bombings .	1	If found guilty, he could not be executed under anti-terror laws passed in the weeks after the bombings.	0	negation
225	In addition , Panther includes FileVault , a new feature that secures the contents of a home directory with 128-bit AES encryption .	A new feature dubbed FileVault , also new in Panther , secures the contents of a user 's home directory with 128-bit AES encryption .	1	A new feature dubbed FileVault, also new in Panther, doesn't secure the contents of a user's home directory with 128-bit AES encryption.	0	negation
226	The club 's board of directors , chaired by president Florentino Perez , decided against renewing the 52-year-old 's contract .	A meeting of the clubs board of directors , chaired by president Florentino Perez , had decided against renewing the 52-year-olds contract as Real Madrid coach .	1	A meeting of the clubs board of directors, chaired by president Florentino Perez, had not decided against renewing the 52-year-olds contract as Real Madrid coach.	0	negation
