index	sentence1	sentence2	label	sentence2_neg	neg_label	tag
103	Huckaby voluntarily submitted herself to questioning Friday night at the Tracy police station, and was arrested less than six hours later. She now resides in the San Joaquin County Jail without bond, awaiting an arraignment hearing on Tuesday. On April 6, the body of Sandra Cantu was discovered stuffed inside the 28-year-old's suitcase at the bottom of a pond a few miles away from her home. The two were neighbors in the Orchard Estates Mobile Home Park and Huckaby's own 5-year-old daughter often played with Cantu. Autopsy results are still pending.	Huckaby is accused of killing Sandra Cantu.	0	Hockey is not accused of killing Sandra Cantu.	1	negation
104	Hepburn's platinum, diamond and sapphire brooch had been estimated to fetch just $20,000, but sold for $120,000, six times its estimated price.	Hepburn's diamond and sapphire brooch fetched $120,000.	0	Hepburn's diamond and sapphire brooch didn't fetch $120,000.	1	negation
105	Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday's 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1.	France participates in Euro 2004.	0	France doesn't participate in Euro 2004.	1	negation
106	Charles de Gaulle died in 1970 at the age of eighty. He was thus fifty years old when, as an unknown officer recently promoted to the (temporary) rank of brigadier general, he made his famous broadcast from London rejecting the capitulation of France to the Nazis after the debacle of May-June 1940.	Charles de Gaulle died in 1970.	0	Charles de Gaulle didn't die in 1970.	1	negation
107	Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies.	Procter and Gamble spends $1.8 billion for Research and Development.	0	Procter and Gamble doesn't spend $1.8 billion for Research and Development.	1	negation
108	"A jury is slated to decide for the first time whether Jack Kevorkian, famed as ""Dr. Death,"" has violated Michigan's assisted-suicide ban, while the state continues to grapple with the issue of what to allow when the ill want to end their pain by ending their lives."	"Jack Kevorkian is the real name of ""Dr. Death""."	0	"Jack Kevorkian is not the real name of ""Dr. Death""."	1	negation
109	The international humanitarian aid organization, Doctors Without Borders/Medecins Sans Frontieres (MSF), continues to treat victims of violence in all locations where it is present in Darfur.	Doctors Without Borders is an international aid organization.	0	Doctors Without Borders is not an international aid organization.	1	negation
110	Traditionally, the Brahui of the Raisani tribe are in charge of the law and order situation through the Pass area. This tribe is still living in present day Balochistan in Pakistan.	The Raisani tribe resides in Pakistan.	0	The Raising tribe doesn't reside in Pakistan.	1	negation
111	Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later.	Steve Jobs worked for Apple.	0	Steve Jobs didn't work for Apple.	1	negation
112	Following the successful bid to bring the 2010 Ryder Cup to Wales, the Wales Tourist Board has wasted little time in commissioning work to ensure that the benefits accruing from the event are felt throughout the country.	Wales to host 2010 Ryder Cup.	0	Wales to don't host 2010 Ryder Cup.	1	negation
113	"singer and actress Britney Spears, 24, has filled papers in Los Angeles County Superior Court to divorce her husband Kevin Federline, 28. A spokeswoman for the court, Kathy Roberts stated that the papers cited irreconcilable differences"" as the reason for the divorce and have, according to the courts, been legally separated as of Monday, November 6, the same day that Spears appeared on Late Night with David Letterman."	Spears is to divorce from Kevin Federline.	0	Spears is not to divorce from Kevin Underline.	1	negation
114	In 1979, the leaders signed the Egypt-Israel peace treaty on the White House lawn. Both President Begin and Sadat received the Nobel Peace Prize for their work. The two nations have enjoyed peaceful relations to this day.	The Israel-Egypt Peace Agreement was signed in 1979.	0	The Israel-Egypt Peace Agreement was not signed in 1979.	1	negation
115	Security forces were on high alert after an election campaign in which more than 1,000 people, including seven election candidates, have been killed.	Security forces were on high alert after a campaign marred by violence.	0	Security forces were not on high alert after a campaign marred by violence.	1	negation
116	A number of the items that he auctioned off over the two day period have been seen on his reality TV show The Osbournes, which featured home life with Sharon, Ozzy and their two children. Amongst some of the higher-priced items were a carved walnut Victorian-style custom built pool table which raised $11,250, a painting from Edourad Drouot which fetched $10,500, a pair of Ozzy's famous round glasses which raised $5,250 and a dog bed given to Sharon by Elton John which sold for $2,375.	"""The Osbournes"" is the name of a reality show starring Ozzy Osbourne."	0	"""The Osbourne"" is not the name of a reality show starring Ozzy Osbourne."	1	negation
117	Giuliana Sgrena was freed from captivity in Iraq today. The Italian journalist was abducted in Baghdad exactly a month ago while  she had been reporting for Il Manifesto. The Islamic Jihad Organisation had taken her hostage on the 4th February with the demand that Italy withdraw all of its troops from Iraq. On February 16, a video was released with a clearly distraught Mrs Sgrena begging for Italy to withdraw from Iraq. However despite the video, the Italian Senate voted to extend its miltary forces' stay in Iraq.	A female journalist was kidnapped in Iraq.	0	A female journalist was not kidnapped in Iraq.	1	negation
118	About 33.5 million people live in this massive conurbation. I would guess that 95% of the 5,000 officially foreign-capital firms in Japan are based in Tokyo.	About 33.5 miilion people live in Tokyo.	0	About 33.5 million people don't live in Tokyo.	1	negation
119	The Cyrillic alphabet is an alphabet used for several East and South Slavic languages; (Belarusian, Bulgarian, Macedonian, Russian, Rusyn, Serbian, and Ukrainian) and many other languages of the former Soviet Union, Asia and Eastern Europe. It has also been used for other languages in the past. Not all letters in the Cyrillic alphabet are used in every language which is written with it.	Cyrillic is an alphabet used for certain Slavic languages, such as Russian.	0	Cyrillic is not an alphabet used for certain Slavic languages, such as Russian.	1	negation
120	A cataclysmic starquake is thought to have caused a flare of radiation that ripped past the Earth on December 27, battering instruments on satellites and lighting up our atmosphere.	The flash of radiation on December 27,  lit up the Earth's atmosphere.	0	The flash of radiation on December 27, didn't light up the Earth's atmosphere.	1	negation
121	"""It's Only a Play"" is Terrence McNally's ""Give My Regards to Broadway,"" a lightweight tribute to the theater as seen from the lofty but limited vantage point of Broadway artists who are consumed by New York's hit/flop mentality."	Broadway is in New York.	0	Broadway is not in New York.	1	negation
122	Mount Olympus towers up from the center of the earth.	Mount Olympus is in the center of the earth.	0	Mount Olympus is not in the center of the earth.	1	negation
123	A powerful typhoon battered the northern and central Philippines with rains and winds Thursday, killing at least three people and cutting off roads. Authorities canceled flights and ferry service and shut down schools. Typhoon Xangsane, packing winds of 81 mph made landfall overnight in the Bicol central region and was forecast to pass through the capital Manila, the Philippine weather bureau said.	A typhoon batters the Philippines.	0	A typhoon doesn't batter the Philippines.	1	negation
124	The provincial veterinarian with the Department of Forest Resources and Agrifoods, Dr. Hugh Whitney, confirmed today another case of rabies in Labrador, bringing the total number of confirmed rabies cases to nine in Labrador since November 2000.	A case of rabies was confirmed.	0	A case of rabies was not confirmed.	1	negation
125	A light blue 1975 Ford Escort GL once owned by Pope John Paul II sold for $690,000 Saturday to a Houston multimillionaire who said he plans to put it in a museum he wants to build in his hometown.	A Houston multimillionaire buys the Pope's Ford Escort.	0	A Houston multimillionaire doesn't buy the Pope's Ford Escort.	1	negation
126	On July 12 Portuguese President Jorge Sampaio asks Pedro Santana Lopes to form a government. The new government is sworn in on July 17 and includes António Monteiro as foreign minister, Daniel Sanches as interior minister, and António Bago Flix as finance minister; Paulo Portas remains defense minister.	New Portuguese prime minister is elected.	0	New Portuguese prime minister is not elected.	1	negation
127	Cote d'Ivoire's President, Laurent Gbagbo, promulgated new election laws on July 14.	President Laurent Gbagbo lives in Cote d'Ivoire.	0	President Laurent Garbo doesn't live in Côte d'Ivoire.	1	negation
128	"A plane crashed in North Carolina last year and most of the Blink-182 group was in there. The only survivors of the crash were DJ AM and musical partner Travis Barker. Less lucky, ""Lil"" Chris Baker, Barker's close friend and assistant, the Blink-182 drummer's bodyguard, Charles ""Che"" Still, the pilot and co-pilot died. Both AM and Barker suffered many injures, bad burns and they needed to stay in hospital for several weeks. Now AM asks $20 million in compensation for injuries he suffered. He lawsuits against plane maker Learjet and wants to gain $10 million for medical damages, lost earnings and profit and the same amount for mental and physical suffering."	Travis Barker belongs to a band.	0	Travis Barker doesn't belong to a band.	1	negation
129	Some of the buildings around the city square in the Kota also date from colonial times, including the old city hall ( 1710 ), which has been restored and now serves as the municipal museum.	The city hall is a museum now.	0	The city hall is not a museum now.	1	negation
130	Sunday's earthquake was felt in the southern Indian city of Madras on the mainland, as well as other parts of south India. The Naval meteorological office in Port Blair said it was the second biggest aftershock after the Dec. 26 earthquake.	The city of Madras is located in Southern India.	0	The city of Madras is not located in Southern India.	1	negation
131	We learn that Claretta Petacci, Mussolini's last mistress, had a tendency to whine and to lie all day in bed, eating chocolate.	Claretta Petacci was Mussolini's last mistress.	0	Claret ta Peace was not Mussolini's last mistress.	1	negation
132	Ren and Stimpy. Bugs Bunny. Philip J. Fry and Professor Hubert Farnsworth on Futurama. Sparx. Bi-Polar Bear. Popeye the Sailor Man. Woody Woodpecker. You may not think you have ever heard Billy West, but chances are on a television program, a movie, a commercial, or as Howard Stern's voice guru in the 1990's, you have heard him. West's talent for creating personalities by twisting his voice has made him one of a handful of voice actors - Hank Azaria and the late Mel Blanc come to mind - who have achieved celebrity for their talent. Indeed, West is one of the few voice actors who can impersonate Blanc in his prime, including characterizations of Bugs Bunny, Daffy Duck, Elmer Fudd and other characters from Warner Bros. cartoons.	Bugs Bunny is owned by Warner Bros.	0	Bugs Bunny is not owned by Warner Bros.	1	negation
133	Phoenix is searching for evidence of water and microbial life on Mars. Its mission is to determine Mars's ability or inability to host life and hold   water. The Phoenix lander uses a robotic arm to dig through the protective top soil layer to the alleged water ice below and ultimately bring both soil   and water ice to the lander platform for sophisticated scientific analysis.	A robotic arm has been used for scientific discoveries.	0	A robotic arm has not been used for scientific discoveries.	1	negation
134	The drugs that slow down or halt Alzheimer's disease work best the earlier you administer them.	Alzheimer's disease is treated using drugs.	0	Alzheimer's disease is not treated using drugs.	1	negation
135	"MIDWEST CITY, Okla. -- Fire crews in Oklahoma and Texas raced Thursday to control wind-whipped wildfires that destroyed dozens of homes, seriously injured two people, forced evacuations and shut down parts of a major highway. Howling wind that had gusted to more than 60 mph grounded firefighting efforts by air in both states and drove blazes that scorched neighborhoods like ""a war zone,"" Midwest City police Chief Brandon Clabes said. ""The wind is the biggest issue, because we can't get ahead of the fires,"" Midwest City Fire Marshal Jerry Lojka said. By nightfall, wind gusts dropped to about 30 mph in many areas."	Homes were destroyed by wildfires in Oklahoma and Texas.	0	Homes were not destroyed by wildfires in Oklahoma and Texas.	1	negation
136	The government of El Salvador strongly condemns the terrorist attacks carried out with explosives, today, against the Salvadoran Workers National Union Federation, in which several persons were wounded and others died.	Terrorist attacks were carried out in El Salvador.	0	Terrorist attacks were not carried out in El Salvador.	1	negation
137	The Disneyland of Europe is located 20 miles east of Paris. Euro Disney is a huge complex with hotels, restaurants, shops and a nearby golf course apart from the actual theme park. It provides a much better experience than its American cousin thanks to the marvels of modern engineering.	Euro-Disney is an Entertainment Park.	0	Euro-Disney is not an Entertainment Park.	1	negation
138	The west has preferred to focus on endangered animals, rather than endangered humans. African elephants are hunted down and stripped of tusks and hidden by poachers. Their numbers in Africa slumped from 1.2m to 600,000 in a decade until CITES - the Convention on International Trade in Endangered Species - banned the trade in ivory.	African elephants are endangered by ivory poachers.	0	African elephants are not endangered by ivory poachers.	1	negation
139	Hepburn's family will receive the proceeds from the sale.	Proceeds go to Hepburn's family.	0	Proceeds don't go to Hepburn's family.	1	negation
140	The job gains mean that  President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office.	More jobs were created during President Bush's first term.	0	More jobs were not created during President Bush's first term.	1	negation
141	Researchers at the Harvard School of Public Health say that people who drink coffee may be doing a lot more than keeping themselves awake - this kind of consumption apparently also can help reduce the risk of diseases.	Coffee drinking has health benefits.	0	Coffee drinking doesn't have health benefits.	1	negation
142	South America - The President of Colombia Alvaro Uribe is scheduled to meet the President of Venezuela Hugo Chávez Thursday. Apparently the crisis between Venezuela and Colombia is almost solved. The crisis began with the imprisonment of the alleged FARC member Rodrigo Granda by Colombian forces on December 13, 2004. Venezuela accused Colombian of invading Venezuelan territory. Colombia accused Venezuela of harboring FARC terrorists. The President of Cuba, Fidel Castro, intervened in the crisis and talked to Chavez and Uribe.	Alvaro Uribe is the current President of Colombia.	0	Alvaro Uribe is not the current President of Colombia.	1	negation
143	Though the exact date is debated, dogs are thought to have been domesticated by humans approximately 12,000 years ago.	Humans existed 10,000 years ago.	0	Humans didn't exist 10,000 years ago.	1	negation
144	"Adela Lupse was born in 1988 to a miner's family in the village of Poiana, Bihor in Transylvania, Romania. A member of Romania's first post-Ceausescu generation, she grasped the power of television at a young age: ""I think television is the most interesting phenomenon that the modern day has given us....for my type of personality, I find it impressive, the power that television has worldwide....We dress like the people that television promotes. We want to look like the celebrities that television launches."""	Bihor is situated in Romania.	0	Bihar is not situated in Romania.	1	negation
145	The Supreme Court said today states may bar the removal of life-sustaining treatment from comatose patients who have not made or cannot make their desires known.	There is a Supreme Court decision about the removal of life-support.	0	There is no Supreme Court decision about the removal of life-support.	1	negation
146	Former WBA heavyweight champ Greg Page, who suffered a severe brain injury in a 2001 fight, has died at his Louisville home at the age of 50. According to Page's wife, the ex-champ died from complications due to boxing injuries and paralysis. Following a successful amateur career, Page went 58-17-1 during a professional career that began in 1979 and included wins over Jimmy Young, James Tillis, Renaldo Snipes, Gerrie Coetzee (for the WBA title), James 'Bonecrusher' Smith and Tim Witherspoon. Page's losses read like a who's who of heavyweights of the 1980s: Trevor Berbick, Witherspoon, Tony Tubbs, Buster Douglas, Joe Bugner, Orlin Norris, Donovan 'Razor' Ruddock, Bruce Seldon, Monte Barrett and Jorge Luis Gonzalez.	Greg Page was a boxer.	0	Greg Page was not a boxer.	1	negation
147	"Prince Charles, Britain's heir to the throne, has announced that he is to wed his lover of 34 years, Camilla Parker Bowles. In a press statement, the Prince of Wales said ""Mrs Parker Bowles and I are absolutely delighted. It will be a very special day for us and our families."" Mrs Parker Bowles will use the title ""HRH The Duchess of Cornwall"" after their marriage, and it is intended that following the Prince's accession to the throne, Mrs Parker Bowles will use the title ""HRH The Princess Consort"". The pair are to marry on 8th April 2005 at a private civil ceremony in Windsor Castle, which will be an occasion primarily for friends and family. There will then be a service of prayer and dedication in St. George's Chapel, to be conducted by the Archbishop of Canterbury, Dr. Rowan Williams."	Camilla Parker Bowles is engaged to Britain's heir.	0	Camilla Parker Bowles is not engaged to Britain's heir.	1	negation
148	"The Kota ( ""Fort"" ), or Old City, for example, sometimes called the downtown section, is the central business district and Indonesia's financial capital."	The Kota is the country's business center.	0	The Kota is not the country's business center.	1	negation
149	"Known as ""heap leach"" mining, the method has become popular in the last decade because it enables microscopic bits of gold to be economically extracted from low-grade ore."	The mining industry uses a method known as heap leaching.	0	The mining industry doesn't use a method known as heap leaching.	1	negation
150	Recent satellite pictures of Yellowstone National Park in Wyoming from 2004 through 2006 are showing that an ancient volcano is starting to rise once again. Molten rock is currently pushing up the remains of the volcano's caldera, which sits over the top of Yellowstone lake, but scientists are stressing that there is no immediate threat of an eruption or explosion. The molten rock field is estimated to be the size of the city of Los Angeles, California.	There is a volcano in Yellowstone.	0	There is no volcano in Yellowstone.	1	negation
151	Merrill Lynch & Co. and Smith Barney, now a unit of Citigroup, in 1998 settled discrimination cases involving hundreds of female employees.	Merrill Lynch & Co. and Smith Barney are now a unit of Citigroup.	0	Merrill Lynch & Co. and Smith Barney are not now a unit of Citigroup.	1	negation
152	On October 1 2001, EU and other countries introduced the option for domestic animal owners to apply for Pet passports under the Pets Travel Scheme (PETS for short), for pets returning from abroad to the United Kingdom. This replaced the old system of 6 months compulsory quarantine for all domestic pets.	In 2001, the EU introduced a passport for pets.	0	In 2001, the EU didn't introduce a passport for pets.	1	negation
